name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol,caffeine_milli,vitamin_a,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b7_micro,vitamin_b9,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,vitamin_k_micro,manganese_milli,magnesium,potassium,calcium,copper_milli,zinc,sodium,iron,phosphorus,selenium,iodine,package_weight,serving_weight
"Agneau, gigot, cru (Suisse, Nouvelle-Zélande)",,,20.2,0.0,8.2,155,3.9,3.1,0.6,,,0.0,0.2,0.0,0.065,,,0.00017999999999999998,5.9999999999999995e-05,0.00652,0.00092,0.00046,,6e-06,3.6099999999999997e-06,0.0,6.1e-06,0.0004,,,0.02,0.33,0.0047,,0.0036,0.061,0.0016,0.19,4.7e-06,8.000000000000001e-07,,
"Agneau, gigot, rôti (sans adjonction de graisse ni de sel)",,,28.6,0.0,9.8,203,4.7,3.7,0.8,,,0.0,0.2,0.0,0.097,,,0.00016,7.000000000000001e-05,0.006809999999999999,0.0011,0.00041,,7.2000000000000005e-06,3.77e-06,0.0,7.2000000000000005e-06,0.00047999999999999996,,,0.025,0.39,0.0063,,0.0054,0.077,0.0023,0.24,7e-06,1.2e-06,,
"Agneau/mouton (moyenne sans abats ni côtelette), cru",,,20.5,0.0,6.1,137,2.7,2.1,0.5,,,0.0,0.1,0.0,0.067,,,0.00017,0.0001,0.00656,0.0007700000000000001,0.00038,,1.05e-05,3.2599999999999997e-06,0.0,3.7999999999999996e-06,0.0004,,,0.022,0.31,0.0063,,0.0033,0.058,0.0017,0.19,6.7e-06,7e-07,,
"Agneau, rack, cru (Australie, Nouvelle-Zélande)",,,20.3,0.0,8.3,156,3.9,2.8,0.6,,,0.0,0.2,0.0,0.068,,,0.00017999999999999998,5.9999999999999995e-05,0.0066,0.00057,0.00061,,6e-06,3.6099999999999997e-06,0.0,2.8999999999999998e-06,0.0005,,,0.024,0.3,0.0075,,0.0022,0.063,0.0018,0.18,7.2000000000000005e-06,9.000000000000001e-07,,
"Agneau, ragoût, cru (Suisse)",,,19.6,0.0,8.4,154,3.9,2.9,0.7,,,0.0,0.2,0.0,0.066,,,0.00017999999999999998,5.9999999999999995e-05,0.00652,0.00057,0.00035999999999999997,,6e-06,3.6099999999999997e-06,0.0,6.1e-06,0.0005,,,0.018,0.31,0.0046,,0.0043,0.06,0.0013,0.17,7.4e-06,7e-07,,
"Agrume (moyenne), cru",,,0.8,7.5,0.3,40,0.0,0.1,0.1,,,7.0,0.0,2.2,0.0,,,8e-05,2.9999999999999997e-05,0.00031,0.00017999999999999998,5e-05,,1.75e-05,0.0,0.0476,0.0,0.0003,,,0.013,0.16,0.034,,0.0001,0.001,0.0003,0.028,1.5e-06,1.1e-06,,
"Ail, cru",,,6.4,16.3,0.5,107,0.1,0.0,0.3,,,1.6,0.0,5.8,0.0,,,0.0002,0.00011,0.0007,0.00035999999999999997,0.00124,,2.61e-05,0.0,0.017,0.0,1e-05,,,0.02,0.53,0.011,,0.0007,0.009,0.0017,0.13,2e-06,1.4e-06,,
"Airelle rouge, crue",,,0.3,6.2,0.5,36,0.0,0.1,0.3,,,6.1,0.0,2.9,0.0,,,2e-05,2e-05,0.0001,0.0,1e-05,,3e-06,0.0,0.012,0.0,0.00094,,,0.006,0.081,0.014,,0.0002,0.002,0.0005,0.01,1.0000000000000001e-07,5e-06,,
"Algue, Nori, séchée",,,31.5,10.5,1.6,255,0.4,0.2,0.7,,,0.5,5.0,36.3,0.0,,,0.00058,0.00191,0.0058200000000000005,0.00025,0.00053,,2.17e-05,0.0,0.0573,6e-07,0.00287,,,0.49,1.73,0.32,,0.0045,1.98,0.037,0.52,5.1e-05,0.0051,,
Amande,,,25.6,7.8,52.1,624,4.3,33.5,12.1,,,6.6,0.0,10.6,0.0,,,0.00015,0.00094,0.00188,0.00047999999999999996,0.00013000000000000002,,5.59e-05,0.0,0.0005,0.0,0.02544,,,0.24,0.74,0.27,,0.0033,0.0011,0.0033,0.51,2.2e-06,2.0000000000000002e-07,,
"Amande, grillée, salée",,,25.6,7.2,55.2,649,4.2,34.8,13.5,,,4.6,0.8,10.5,0.0,,,8.999999999999999e-05,0.00078,0.00367,0.00023,0.00011999999999999999,,2.7e-05,0.0,0.0,0.0,0.026,,,0.27,0.67,0.24,,0.0031,0.33,0.0033,0.47,2e-06,2.4e-06,,
"Amande, grillée sans graisse, salée",,,25.4,10.1,52.5,637,4.1,33.1,13.0,,,4.9,0.6,10.9,0.0,,,8e-05,0.0012,0.00364,0.00032,0.00014000000000000001,,5.5e-05,0.0,0.0,0.0,0.023899999999999998,,,0.28,0.71,0.27,,0.0033,0.23,0.0037,0.47,2e-06,2.4e-06,,
"Amarante, grain, cru",,,15.8,56.8,7.0,376,1.5,1.7,2.8,,,1.7,0.0,11.0,0.0,,,8e-05,0.00019,0.0012,0.00095,0.00053,,6.429999999999999e-05,0.0,0.004200000000000001,0.0,0.0011899999999999999,,,0.25,0.48,0.16,,0.0037,0.004,0.009,0.56,0.0,2.5e-06,,
"Amarante, grain, cuit (sans adjonction de graisse ni de sel)",,,5.0,18.1,2.1,119,0.4,0.5,0.8,,,0.5,0.0,3.5,0.0,,,2e-05,5.9999999999999995e-05,0.00034,0.00027,0.00011,,1.62e-05,0.0,0.001,0.0,0.0004,,,0.084,0.15,0.058,,0.0012,0.0019,0.003,0.18,0.0,8.000000000000001e-07,,
Amaretti (biscuits aux amandes),,,8.8,76.7,13.0,464,1.1,8.3,3.0,,,76.4,0.1,2.6,0.0,,,4e-05,0.00031,0.00047999999999999996,0.00017,4e-05,,1.5e-05,7e-08,0.0001,0.0,0.00633,,,0.062,0.22,0.069,,0.0008,0.042,0.0009,0.13,3.2000000000000003e-06,1.7e-06,,
Amidon de blé ,,,0.4,85.8,0.1,348,0.0,0.0,0.1,,,0.0,0.0,1.2,0.0,,,0.0,0.0,1e-05,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.004,0.016,0.0,,0.0001,0.002,0.0,0.02,0.0,0.0,,
"Ananas, au jus d'ananas, en conserve, égoutté",,,0.5,13.6,0.1,60,0.0,0.0,0.0,,,12.8,0.0,1.4,0.0,,,5.9999999999999995e-05,0.0,0.0002,7.000000000000001e-05,8e-05,,5e-06,0.0,0.005,0.0,2e-05,,,0.012,0.13,0.011,,0.0001,0.001,0.0002,0.0078,1.0000000000000001e-07,3e-07,,
"Ananas, au jus d'ananas, en conserve, non égoutté",,,0.4,13.6,0.1,59,0.0,0.0,0.0,,,12.6,0.0,0.9,0.0,,,5.9999999999999995e-05,1e-05,0.0002,5.9999999999999995e-05,5.9999999999999995e-05,,5e-06,0.0,0.005,0.0,1e-05,,,0.012,0.13,0.01,,0.0001,0.0002,0.0002,0.0070999999999999995,1.0000000000000001e-07,1.0000000000000001e-07,,
"Ananas, au sirop, en conserve, égoutté",,,0.5,15.9,0.1,70,0.0,0.0,0.0,,,15.9,0.0,1.6,0.0,,,2.9999999999999997e-05,0.0,0.0002,4e-05,5e-05,,5e-06,0.0,0.0052,0.0,2e-05,,,0.011,0.095,0.0064,,0.0001,0.0019,0.0001,0.0048,1.0000000000000001e-07,3e-07,,
"Ananas, avec édulcorant, en conserve, égoutté",,,0.5,9.4,0.1,42,0.0,0.0,0.0,,,8.4,0.0,1.0,0.0,,,4e-05,1e-05,0.00016,0.0001,5e-05,,4.7e-06,0.0,0.022600000000000002,0.0,2e-05,,,0.0088,0.073,0.013,,0.0001,0.0006,0.0001,0.0048,3e-07,1.4e-06,,
"Ananas, cru",,,0.5,11.7,0.1,52,0.0,0.0,0.0,,,10.5,0.0,1.2,0.0,,,7.000000000000001e-05,2e-05,0.0002,0.00013000000000000002,7.000000000000001e-05,,9.4e-06,0.0,0.0565,0.0,2e-05,,,0.011,0.12,0.014,,0.0001,0.001,0.0002,0.006,3e-07,1.4e-06,,
"Anchois à l'huile, égoutté",,,26.4,0.2,8.5,182,3.1,3.6,1.4,,,0.1,12.0,0.0,0.076,,,4e-05,0.00025,0.0039,0.00063,0.00037,,1.6e-05,2.09e-05,0.0005,1.7e-06,0.00116,,,0.23,0.25,0.29,,0.0017,4.97,0.0027,0.28,8e-06,3e-05,,
"Appenzeller, gras",,,24.3,0.0,31.7,384,19.0,7.4,1.5,,,0.0,1.6,0.0,0.095,,,4e-05,0.00035999999999999997,0.0001,0.00033,7.000000000000001e-05,,1.5e-05,1.06e-06,0.0,5e-07,0.00095,,,0.029,0.082,0.74,,0.004,0.62,0.0003,0.54,0.0,8.400000000000001e-06,,
"Appenzeller, quart-gras",,,33.1,0.0,11.4,235,6.8,2.7,0.5,,,0.0,2.0,0.0,0.034,,,4e-05,0.0005,0.0001,0.00054,7.000000000000001e-05,,1.5e-05,1.3e-06,0.0,3e-07,0.00035999999999999997,,,0.036,0.12,1.09,,0.0025,0.81,0.0002,0.73,0.0,3.5e-05,,
"Artichaut, coeur, en conserve, égoutté",,,1.8,2.3,0.5,27,0.0,0.0,0.0,,,1.2,0.8,3.2,0.0,,,2e-05,2.9999999999999997e-05,0.00039,0.00013000000000000002,2.9999999999999997e-05,,5.43e-05,0.0,0.012199999999999999,3e-07,0.0011200000000000001,,,0.018,0.15,0.025,,0.0003,0.31,0.0004,0.034,0.0,2e-05,,
"Asperge, blanche, crue",,,2.4,2.5,0.3,26,0.1,0.0,0.2,,,1.9,0.0,1.8,0.0,,,8.999999999999999e-05,0.00023,0.00098,0.00016,5.9999999999999995e-05,,6.12e-05,0.0,0.0177,0.0,0.00113,,,0.0089,0.19,0.016,,0.0004,0.0018,0.0004,0.041,6e-07,4e-06,,
"Asperge (blanche ou verte), à la vapeur (sans adjonction de sel)",,,2.0,2.7,0.3,25,0.1,0.0,0.2,,,1.8,0.0,1.7,0.0,,,8.999999999999999e-05,0.00016,0.00049,0.00019,7.000000000000001e-05,,4.76e-05,0.0,0.0111,0.0,0.00113,,,0.009800000000000001,0.19,0.015,,0.0005,0.0018,0.0003,0.048,9.000000000000001e-07,4.8e-06,,
"Asperge (blanche ou verte), crue",,,2.2,2.8,0.3,26,0.1,0.0,0.2,,,1.9,0.0,1.8,0.0,,,0.00011999999999999999,0.00017999999999999998,0.00061,0.00022,8e-05,,7.94e-05,0.0,0.0148,0.0,0.00113,,,0.011,0.22,0.016,,0.0005,0.0021000000000000003,0.0004,0.05,1e-06,5e-06,,
"Asperge, verte, crue",,,1.9,3.1,0.3,26,0.1,0.0,0.2,,,1.9,0.0,1.8,0.0,,,0.00013000000000000002,0.00011999999999999999,0.00023999999999999998,0.00027,0.00011,,9.85e-05,0.0,0.0125,0.0,0.002,,,0.013,0.25,0.017,,0.0006,0.002,0.0004,0.059,6e-07,4e-06,,
"Aubergine, à la vapeur (sans adjonction de sel)",,,1.1,2.4,0.1,21,0.0,0.0,0.1,,,2.4,0.0,2.7,0.0,,,2.9999999999999997e-05,2.9999999999999997e-05,0.00062,0.00023,7.000000000000001e-05,,1.58e-05,0.0,0.0015,0.0,0.00017999999999999998,,,0.014,0.21,0.012,,0.0001,0.0023,0.0003,0.021,4e-06,1.0000000000000001e-07,,
"Aubergine, à l'étuvée (sans adjonction de graisse ni de sel)",,,1.3,2.8,0.2,24,0.0,0.0,0.1,,,2.8,0.0,3.2,0.0,,,4e-05,4e-05,0.0007199999999999999,0.00026000000000000003,8e-05,,1.84e-05,0.0,0.0017,0.0,0.00020999999999999998,,,0.015,0.23,0.015,,0.0002,0.0027,0.0003,0.025,4.6e-06,1.0000000000000001e-07,,
"Aubergine, crue",,,1.1,2.4,0.1,21,0.0,0.0,0.1,,,2.4,0.0,2.7,0.0,,,4e-05,2.9999999999999997e-05,0.0007199999999999999,0.00025,8e-05,,2.45e-05,0.0,0.0019,0.0,0.00017,,,0.014,0.24,0.012,,0.0001,0.0025,0.0003,0.021,3.9e-06,1.0000000000000001e-07,,
"Avocat, cru",,,1.6,1.2,15.1,158,2.8,7.7,1.7,,,1.1,0.0,5.5,0.0,,,5e-05,0.00011,0.00122,0.00094,0.00014000000000000001,,5.79e-05,0.0,0.0037,0.0,0.0019399999999999999,,,0.029,0.43,0.015,,0.0005,0.0024,0.0005,0.045,0.0,0.0,,
"Avoine, flocons",,,13.5,59.5,7.5,381,0.9,1.9,2.2,,,1.0,0.0,10.5,0.0,,,0.00034,5e-05,0.0005600000000000001,0.00045,8.999999999999999e-05,,2.05e-05,0.0,0.0,0.0,0.00079,,,0.13,0.39,0.054,,0.0032,0.019,0.0035,0.44,2.1000000000000002e-06,5e-07,,
Babeurre,,,3.4,4.0,0.5,34,0.3,0.1,0.0,,,4.0,0.1,0.0,0.001,,,2.9999999999999997e-05,0.00016,0.0001,0.0003,4e-05,,5e-06,2.0000000000000002e-07,0.0006,0.0,2e-05,,,0.016,0.15,0.11,,0.0005,0.057,0.0001,0.09,0.0,7.2999999999999996e-06,,
Baguette parisienne ,,,9.0,51.2,0.9,255,0.2,0.1,0.5,,,0.5,1.6,2.9,0.0,,,0.00011999999999999999,2.9999999999999997e-05,0.00046,0.00026000000000000003,8.999999999999999e-05,,8.8e-06,1e-08,0.0,0.0,0.00035999999999999997,,,0.022,0.14,0.01,,0.0007,0.66,0.0009,0.081,2.7e-06,1e-06,,
"Baie de sureau noir, crue",,,2.5,7.4,1.7,63,0.1,0.1,1.1,,,7.4,0.0,4.0,0.0,,,7.000000000000001e-05,7.000000000000001e-05,0.0016,0.00016,0.00025,,1.7e-05,0.0,0.029,0.0,0.001,,,0.03,0.3,0.037,,0.0002,0.001,0.0016,0.057,0.0,3e-06,,
"Baie (moyenne), crue",,,0.9,7.0,0.5,43,0.1,0.1,0.3,,,6.6,0.0,3.7,0.0,,,2e-05,2.9999999999999997e-05,0.00035,0.0002,4e-05,,2.9100000000000003e-05,0.0,0.047299999999999995,0.0,0.00067,,,0.013,0.15,0.02,,0.0001,0.0014,0.0003,0.025,4.0000000000000003e-07,1.4e-06,,
"Baie (moyenne), cuite (sans adjonction de sucre)",,,0.9,5.9,0.5,38,0.1,0.1,0.3,,,5.5,0.0,3.1,0.0,,,1e-05,2.9999999999999997e-05,0.0003,0.00017,2.9999999999999997e-05,,1.53e-05,0.0,0.019899999999999998,0.0,0.0007,,,0.011,0.095,0.02,,0.0001,0.0009,0.0003,0.021,4.0000000000000003e-07,1.5e-06,,
"Bami Goreng, préparé",,,13.5,13.1,2.4,130,0.3,1.3,0.5,,,1.3,1.0,0.9,0.044,,,0.00011,8e-05,0.00357,0.00032,0.00014000000000000001,,5e-06,5.0000000000000004e-08,0.0116,3e-07,0.00041,,,0.018,0.2,0.009,,0.0006,0.4,0.0007,0.12,2.2e-05,1.5e-06,,
"Banane, crue",,,1.1,19.7,0.2,90,0.1,0.0,0.1,,,15.6,0.0,2.7,0.0,,,5e-05,2.9999999999999997e-05,0.0006,0.00023,0.00025,,2.5600000000000002e-05,0.0,0.0119,0.0,0.0,,,0.028,0.32,0.0050999999999999995,,0.0001,0.0,0.0002,0.029,5e-07,3e-06,,
"Banane, déshydratée (chips)",,,3.9,80.7,1.8,370,0.7,0.2,0.3,,,65.3,0.0,7.6,0.0,,,0.00017999999999999998,0.00023999999999999998,0.0028,0.0,0.0,,0.0,0.0,0.007,0.0,0.0,,,0.11,1.49,0.022,,0.0,0.003,0.0012,0.074,0.0,0.0,,
"Banane, mi-sèche",,,3.0,60.2,1.0,273,0.4,0.1,0.2,,,43.7,0.0,5.5,0.0,,,0.0001,0.00017999999999999998,0.002,0.00054,0.0008100000000000001,,3.3299999999999996e-05,0.0,0.004,0.0,0.0006,,,0.09,1.15,0.02,,0.0006,0.008,0.0013,0.075,0.0,8.1e-06,,
"Barre de céréales, avec enrobage de chocolat",,,8.7,57.9,20.3,460,10.9,6.6,2.0,,,37.0,0.4,5.7,0.004,,,0.00017,0.00019,0.00106,0.00035999999999999997,0.00014000000000000001,,2.16e-05,0.0,0.0025,0.0,0.00103,,,0.067,0.45,0.11,,0.0016,0.15,0.0023,0.21,0.0,7.2000000000000005e-06,,
"Barre de céréales, sans enrobage ni garniture",,,8.2,64.0,13.0,418,5.5,4.4,2.2,,,32.1,0.4,6.0,0.0,,,0.00019,7.000000000000001e-05,0.00136,0.0004,0.00017,,2.2800000000000002e-05,0.0,0.0017,0.0,0.00113,,,0.062,0.27,0.029,,0.0014,0.18,0.0022,0.18,0.0,1.8000000000000001e-06,,
"Barre ou batonnet de crème glacée, enrobé de chocolat",,,5.1,35.8,21.4,359,15.2,4.4,1.4,,,27.7,0.3,1.3,0.009,,,7.000000000000001e-05,0.00032,0.00082,0.0005600000000000001,0.00013000000000000002,,9.000000000000001e-07,2.6e-07,0.001,5e-07,0.0015,,,0.04,0.25,0.15,,0.0011,0.12,0.0011,0.048,5e-06,1.6e-05,,
"Basilic, cru",,,3.1,5.1,0.8,46,0.1,0.0,0.4,,,5.0,0.0,3.1,0.0,,,8e-05,0.00031,0.0011,0.0002,0.00017999999999999998,,5e-05,0.0,0.026,0.0,0.001,,,0.011,0.3,0.25,,0.0007,0.009,0.0055,0.037,0.0,9.000000000000001e-07,,
"Bâtonnet de poisson, pané et préfrit",,,15.5,15.5,11.9,232,0.9,6.8,3.5,,,0.1,0.6,0.7,0.047,,,7.000000000000001e-05,4e-05,0.0014,0.0,0.00011999999999999999,,8.5e-06,8.8e-07,0.0,9.000000000000001e-07,0.00127,,,0.019,0.3,0.01,,0.0005,0.25,0.0004,0.14,1.8e-05,8.9e-05,,
"Bâtonnet de poisson (pané et préfrit), au four (sans adjonction de graisse)",,,16.7,17.6,12.4,251,1.0,7.1,3.6,,,0.1,0.6,0.8,0.053,,,5.9999999999999995e-05,4e-05,0.00132,0.0,0.00011999999999999999,,7.7e-06,9.000000000000001e-07,0.0,8.000000000000001e-07,0.00135,,,0.019,0.29,0.012,,0.0005,0.24,0.0004,0.15,2.1e-05,0.0001,,
"Bâtonnet de poisson (pané et préfrit), grillé à l'huile de colza HOLL",,,16.0,16.8,18.9,302,1.4,12.0,4.4,,,0.1,0.6,0.8,0.051,,,5.9999999999999995e-05,4e-05,0.0013700000000000001,0.0,0.0001,,7.4e-06,8.6e-07,0.0,8.000000000000001e-07,0.00164,,,0.018,0.28,0.011,,0.0005,0.23,0.0004,0.14,2e-05,9.6e-05,,
Bâtonnets aux noisettes,,,10.5,47.0,36.6,567,12.5,17.7,3.1,,,22.6,0.1,3.7,0.14,,,0.00019,8e-05,0.00046,0.0008900000000000001,0.0002,,2.95e-05,2.9e-07,0.0005,8.000000000000001e-07,0.00511,,,0.055,0.28,0.061,,0.0015,0.056,0.0019,0.18,5.6e-06,1.1e-05,,
Berner Hobelkäse (fromage à rebibes),,,30.0,0.0,41.2,491,24.7,9.7,1.9,,,0.0,1.7,0.0,0.0,,,0.0,0.0005600000000000001,0.0,0.00043,0.0,,0.0,8.3e-07,0.0,8.000000000000001e-07,0.0,,,0.0,0.0,0.0,,0.0,0.69,0.0,0.0,0.0,0.0,,
"Bette, à la vapeur (sans adjonction de sel)",,,1.3,2.0,0.3,20,0.0,0.1,0.1,,,1.5,0.1,2.2,0.0,,,4e-05,2e-05,0.00041999999999999996,0.0002,7.000000000000001e-05,,1.47e-05,0.0,0.0077,0.0,0.0,,,0.02,0.34,0.048,,0.0001,0.06,0.0009,0.013,6e-07,5e-06,,
"Bette, crue",,,1.0,1.6,0.2,16,0.0,0.0,0.1,,,1.2,0.1,1.8,0.0,,,4e-05,2e-05,0.0004,0.00017999999999999998,5.9999999999999995e-05,,1.87e-05,0.0,0.0107,0.0,0.0,,,0.017,0.3,0.038,,0.0001,0.053,0.0009,0.01,5e-07,4e-06,,
"Betterave rouge, à la vapeur (sans adjonction de sel)",,,2.0,10.0,0.4,56,0.1,0.0,0.2,,,10.0,0.1,2.7,0.0,,,2e-05,5e-05,0.0002,0.00016,4e-05,,6.829999999999999e-05,0.0,0.0048,0.0,0.0001,,,0.021,0.44,0.021,,0.0004,0.047,0.0003,0.026,2.0000000000000002e-07,6e-07,,
"Betterave rouge, crue",,,1.7,8.4,0.3,48,0.0,0.0,0.1,,,8.4,0.1,2.3,0.0,,,2e-05,4e-05,0.0002,0.00015,4e-05,,9.1e-05,0.0,0.0048,0.0,8e-05,,,0.02,0.41,0.018,,0.0003,0.047,0.0003,0.022,2.0000000000000002e-07,5e-07,,
Beurre à rôtir,,,0.1,0.0,98.3,885,58.9,23.1,4.5,,,0.0,0.0,0.0,0.282,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.6000000000000001e-06,0.00177,,,0.0,0.005,0.002,,0.0002,0.01,0.0,0.0,0.0,0.0,,
Beurre d'arachides,,,26.1,12.5,51.8,636,12.8,19.9,16.9,,,6.4,0.9,7.6,0.0,,,0.00017,0.0001,0.015,0.00124,0.00058,,5.3e-05,0.0,0.0,0.0,0.0047,,,0.18,0.7,0.037,,0.003,0.35,0.002,0.33,3e-06,0.0,,
Beurre de cacao,,,0.0,0.0,100.0,900,59.7,32.9,3.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0005,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
Beurre de choix,,,0.7,0.7,82.3,746,49.4,19.3,3.8,,,0.6,0.0,0.0,0.241,,,0.0,4e-05,4e-05,5.9999999999999995e-05,0.0,,0.0,7e-08,0.0,1.1e-06,0.00177,,,0.0015,0.021,0.018,,0.0002,0.01,0.0,0.022,5e-07,8e-06,,
Beurre de cuisine,,,0.5,0.7,82.2,745,49.3,19.3,3.8,,,0.6,0.0,0.0,0.221,,,0.0,2.9999999999999997e-05,0.0,0.0,0.0,,0.0,0.0,0.0,1.3e-06,0.00175,,,0.0014,0.02,0.016,,0.0002,0.01,0.0,0.021,5e-07,0.0,,
Beurre de fromagerie,,,0.4,0.6,82.5,747,49.5,19.4,3.8,,,0.5,0.0,0.0,0.246,,,0.0,2e-05,0.0,0.0,0.0,,0.0,0.0,0.0,1.3e-06,0.0022,,,0.001,0.018,0.012,,0.0002,0.01,0.0,0.018,0.0,0.0,,
Beurre mi-gras,,,4.8,3.5,39.8,391,24.1,12.0,1.5,,,3.5,0.3,0.0,0.14,,,2.9999999999999997e-05,1e-05,0.0009699999999999999,0.00035,2e-05,,1e-05,5e-07,0.0,1.4e-06,0.001,,,0.014,0.16,0.12,,0.0004,0.12,0.0,0.09,0.0,3.5e-06,,
Biber,,,7.8,65.4,5.6,355,0.7,3.1,1.4,,,36.9,0.1,3.2,0.022,,,8e-05,0.00011999999999999999,0.00039,0.00023999999999999998,0.00011,,1.26e-05,6e-08,0.0005,1.0000000000000001e-07,0.00244,,,0.032,0.15,0.056,,0.0008,0.057,0.0014,0.14,3.4e-06,2.5e-06,,
Bière aux cinq céréales,,,0.6,2.0,0.0,40,0.0,0.0,0.0,,,2.0,0.0,0.2,0.0,,,0.0,4e-05,0.0007700000000000001,8.999999999999999e-05,8.999999999999999e-05,,5e-06,1.0000000000000001e-07,0.0,0.0,0.0,,,0.011,0.043,0.0036,,0.0,0.0014,0.0,0.016,0.0,0.0,,
Bière blonde,,,0.5,3.1,0.0,42,0.0,0.0,0.0,,,2.2,0.0,0.0,0.0,,,0.0,2.9999999999999997e-05,0.0007700000000000001,2.9999999999999997e-05,5.9999999999999995e-05,,6.3e-06,2e-08,0.0,0.0,0.0,,,0.0096,0.055,0.0035,,0.0,0.0019,0.0,0.019,0.0,1.5e-06,,
