name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Agar Agar,,,2.4,0.0,0.2,160,n.d.,n.d.,n.d.,,,n.d.,0.3,74.1,n.d.,,,n.d.,n.d.,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,100,52,660,,1.5,130.0,4.5,34,n.d.,n.d.,,
Agave syrup,,,0.2,73.1,0.0,293,0,n.d.,n.d.,,,n.d.,0.0,0,n.d.,,,n.d.,n.d.,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,n.d.,n.d.,n.d.,,n.d.,4.0,n.d.,n.d.,n.d.,n.d.,,
"Plum, fresh",,,0.6,10.2,0.2,48,0,0,0.1,,,8.8,0.0,1.6,0,,,0.04,0.04,0.45,,0.03,,2,0,5.2,0,0.85,,,7.4,160,8.3,,0.1,1.7,0.3,16,0.6,1.4,,
"Plum pie, home-made, baked (with cake dough)",,,3.2,19.5,7.3,159,3.3,2.8,0.9,,,8.4,0.2,1.6,20,,,0.05,0.07,0.35,,0.05,,4.1,0.08,3.1,0.2,1.3,,,12,160,22,,0.3,99.0,0.5,49,2.1,4.2,,
"Plum pie, home-made, baked (with puff pastry)",,,2.9,18.7,7.5,157,3.3,2.9,0.9,,,8.4,0.3,1.6,20,,,0.05,0.07,0.35,,0.04,,4.2,0.08,3.1,0.2,1.34,,,9,150,21,,0.2,120.0,0.4,39,2.1,4.2,,
"Plum, stewed, drained (without addition of sugar)",,,0.7,10.1,0.2,48,0,0,0.1,,,8.6,0.0,1.6,0,,,0.03,0.04,0.44,,0.03,,1.2,0,2.6,0,1.05,,,7.3,120,9.7,,0.1,1.3,0.3,16,0.7,1.7,,
"Polenta nera (made from corn semolina and buckwheat flour,) cooked",,,4.1,12.4,4.8,111,2.7,1.2,0.3,,,0.3,1.1,0.9,12,,,0.03,0.05,1.05,,0.04,,25.3,1.06,0,0.1,0.11,,,26,93,75,,0.5,440.0,0.5,84,n.d.,4.6,,
"Pomegranate, raw",,,1.4,14.3,1.2,81,0.1,0.1,1,,,13.3,0.0,2.3,0,,,0.06,0.02,0.24,,0.03,,8.8,0,10.8,0,0.08,,,12,230,9.5,,0.2,2.0,0.2,27,0.5,1.5,,
Pommes Chips,,,4.9,49.3,34.8,538,3.5,28.6,1.6,,,2.5,1.2,3.8,0,,,0.39,0.05,1.23,,1.06,,60.5,0,32.5,0,2.89,,,40,880,14,,0.6,500.0,0.9,92,n.d.,8,,
Popcorn,,,12.0,62.9,4.2,367,0.6,1.1,1.9,,,1.2,0.0,15,0,,,0.2,0.2,2,,0.2,,23,0,0,0,11,,,110,300,10,,1.7,4.0,2.7,300,n.d.,0,,
"Porc piccata, prepared",,,22.9,5.5,12.4,226,3.2,6.2,1.5,,,0.1,0.9,0.3,153,,,0.34,0.22,2.51,,0.21,,20,1.12,0,0.8,1.03,,,21,200,100,,2.7,350.0,1.9,220,n.d.,15,,
"Pork (average excluding offal, chop, knuckle), raw",,,21.4,0.0,8.3,160,2.9,3.6,0.8,,,0,0.2,0,63,,,0.83,0.2,4.63,,0.49,,3.4,0.77,0,0.3,0.31,,,21,330,6,,2.7,64.0,1,180,n.d.,1.1,,
"Pork, chop, pan fried (without addition of fat and salt)",,,31.3,0.0,12.8,240,4.8,5.8,1.3,,,0,0.1,0,86,,,0.65,0.21,5.76,,0.65,,2.6,0.86,0,0.5,0.35,,,27,320,6.8,,2.2,56.0,0.6,260,26,1.7,,
"Pork, chopped, pan fried (without addition of fat and salt)",,,29.8,0.0,6.4,176,1.9,2.6,0.7,,,0,0.2,0,97,,,0.44,0.16,4.74,,0.6,,2.5,0.82,0,0.5,0.34,,,25,300,5.7,,3.5,60.0,1,240,15,1.4,,
"Pork, chopped, raw",,,21.3,0.0,5.4,134,1.6,2.2,0.6,,,0,0.1,0,66,,,0.6,0.13,4.3,,0.68,,2,0.7,0,0.4,0.27,,,20,340,4.3,,2.4,48.0,0.7,190,10,1,,
"Pork, chop, raw",,,21.4,0.0,10.4,179,3.9,4.7,1,,,0,0.1,0,56,,,0.84,0.16,4.99,,0.7,,2,0.7,0,0.4,0.27,,,21,350,4.9,,1.4,43.0,0.4,200,17,1.1,,
"Pork, chuck, medium, roast in oven (without addition of fat and salt)",,,29.6,0.0,9.3,202,1.9,2.5,0.7,,,0,0.2,0,92,,,0.53,0.34,4,,0.4,,2.9,0.97,0,0,0.46,,,26,240,8.5,,6.7,75.0,1.5,150,n.d.,1.3,,
"Pork, chuck, roast, raw",,,24.6,0.0,9.2,181,1.9,2.5,0.7,,,0,0.2,0,73,,,0.7,0.31,4.05,,0.5,,2.7,0.9,0,0,0.43,,,23,260,8.1,,5.3,68.0,1.3,140,n.d.,1,,
"Pork, chuck, well done, roast in oven (without addition of fat and salt)",,,32.5,0.0,10.2,221,2.1,2.8,0.8,,,0,0.2,0,101,,,0.58,0.37,4.39,,0.44,,3.2,1.06,0,0,0.51,,,28,260,9.3,,7.4,83.0,1.6,170,n.d.,1.4,,
"Pork, eye of round, raw",,,20.6,0.0,4.9,127,1.7,2.5,0.6,,,0,0.1,0,65,,,0.84,0.16,6.39,,0.54,,2,0.7,0,0.4,0.27,,,19,350,3.7,,2.5,45.0,0.7,190,n.d.,1.1,,
"Pork, filet, pan fried (without addition of fat and salt)",,,29.3,0.0,4.0,153,1.6,1.8,0.3,,,0,0.4,0,90,,,0.69,0.31,4.48,,0.38,,4.7,0.78,0,0.8,0.12,,,30,350,10,,2.8,150.0,1.7,270,n.d.,1.4,,
"Pork, filet, raw1",,,22.2,0.0,3.6,121,1.4,1.6,0.3,,,0,0.3,0,65,,,1,0.26,4.3,,0.45,,4,0.7,0,0.7,0.1,,,25,420,8,,2,130.0,1.2,230,n.d.,1,,
"Pork, ham from shoulder, cooked",,,18.6,0.4,3.3,106,1.3,1.6,0.2,,,0.4,2.2,0,42,,,0.51,0.18,4.9,,0.34,,2,0,63.8,0,0.22,,,21,460,15,,2.5,870.0,0.8,300,10,3.6,,
"Pork, knuckle, braised (without addition of fat and salt)",,,36.6,0.9,9.9,239,3.5,4.4,1,,,0,0.1,0,108,,,0.61,0.26,3.79,,0.34,,3.2,1.85,0,0,0.59,,,25,250,2.6,,2.4,57.0,1.7,170,n.d.,1.5,,
"Pork, knuckle, raw",,,25.6,0.7,7.6,173,2.7,3.4,0.8,,,0,0.2,0,70,,,0.89,0.23,4.93,,0.49,,3,2,0,0,0.45,,,25,300,2,,2,74.0,1.1,170,n.d.,1,,
Pork lard,,,0.0,0.0,100.0,900,38.4,43.8,12.1,,,0,0.0,0,85,,,0,0,0,,0,,0,0,0,2.5,1.6,,,0,1,0,,0.1,1.0,0,0,0,9.7,,
"Pork, liver, raw",,,20.7,0.9,4.9,131,1.7,0.5,1.4,,,0,0.2,0,354,,,0.31,3.2,16,,0.59,,136,39,23,0,0.6,,,23,360,7.6,,6.5,77.0,18,410,56,14,,
"Pork, loin, cured, raw",,,21.7,0.5,7.5,156,3.3,3.3,0.6,,,0,6.2,0,51,,,0.66,0.16,2.2,,0.47,,2,1,0,0,0.2,,,54,240,32,,1.1,2470.0,1.5,98,n.d.,3.2,,
"Pork, loin, raw",,,22.9,0.0,5.1,138,2,2.4,0.6,,,0,0.1,0,56,,,0.9,0.1,4.3,,0.59,,2,0.7,0,0.4,0.27,,,21,370,3.7,,1.3,38.0,0.4,200,13,1.2,,
"Pork, minced, raw",,,20.5,0.0,8.5,159,3.1,4.2,0.8,,,0,0.1,0,63,,,0.84,0.16,4.93,,0.39,,4,0.8,0,0.4,0.27,,,19,330,4.2,,2.7,46.0,1.1,180,n.d.,1,,
"Pork, ragout, raw",,,20.9,0.0,5.7,135,2.1,2.9,0.6,,,0,0.1,0,63,,,0.7,0.31,4.93,,0.39,,2,0.7,0,0.4,0.52,,,19,340,4.7,,2.5,46.0,0.8,190,n.d.,0.8,,
"Pork ragout with sauce, prepared",,,11.5,3.0,5.1,105,1.2,3.1,0.6,,,1.2,0.8,0.6,36,,,0.19,0.14,1.46,,0.12,,7,0.24,0.7,0.2,0.75,,,9,140,9.1,,1.2,300.0,0.5,77,n.d.,1,,
"Pork, round, schnitzel, pan fried (without addition of fat and salt)",,,33.0,0.0,3.3,162,0.9,1.2,0.4,,,0,0.2,0,97,,,0.62,0.25,4.96,,0.36,,11.8,1.23,0,0,0.75,,,27,270,12,,4,94.0,2.6,220,18,1.5,,
"Pork, round, schnitzel, raw",,,22.6,0.0,2.7,115,0.7,1,0.4,,,0,0.2,0,63,,,0.8,0.19,4.3,,0.39,,9,1,0,0,0.57,,,21,290,9,,2.6,72.0,1.7,170,11,1,,
"Pork sausage, grilled (without addition of fat and salt)",,,19.8,0.6,22.3,283,8.7,10.4,2.1,,,0.6,2.1,0,83,,,0.45,0.14,4.99,,0.2,,2.7,0.45,2.2,0,0,,,22,280,13,,2.6,860.0,1.3,190,10,n.d.,,
Pork sausage (Schweinsbratwurst),,,16.2,0.5,18.8,236,7.4,8.8,1.8,,,0.5,1.9,0,67,,,0.48,0.12,4.7,,0.21,,2.5,0.4,2.2,0,0,,,18,260,10,,2.1,760.0,1,160,8.3,n.d.,,
Pork sausage (Schweinswurst),,,16.2,0.5,22.4,268,9,10.4,1.9,,,0.5,2.3,0,61,,,0.29,0.13,4,,0.16,,n.d.,0.8,34.6,0,0,,,17,260,10,,2.3,930.0,1,190,8.4,n.d.,,
"Pork, spare ribs, raw",,,17.9,0.0,18.6,239,7.2,8.9,1.8,,,0,0.1,0,59,,,0.7,0.31,5,,0.51,,2,0.7,0,0.4,0.27,,,19,310,6,,2.2,54.0,0.7,170,n.d.,1.1,,
"Pork, throat, pan fried (without addition of fat and salt)",,,26.4,0.0,16.6,255,6.4,7.7,1.7,,,0,0.1,0,88,,,0.66,0.13,4.47,,0.39,,2.5,0.82,0,0.5,0.34,,,23,290,5,,4.1,59.0,1.3,220,24,1.7,,
"Pork, throat, raw",,,18.9,0.0,14.1,203,5.5,6.5,1.4,,,0,0.1,0,60,,,0.9,0.1,4.05,,0.44,,2,0.7,0,0.4,0.27,,,18,330,3.8,,2.8,47.0,0.9,180,16,1.1,,
"Porridge, prepared (with full fat milk, without addition of sugar)",,,6.2,15.8,6.2,147,3.2,1.5,0.6,,,5.7,0.2,1.8,19,,,0.05,0.26,0.21,,0.04,,6,0.18,0.9,0.1,0.3,,,36,240,150,,1,88.0,0.6,190,1.7,12,,
"Porridge, prepared (with partially skimmed milk, without addition of sugar)",,,6.3,15.8,4.6,133,2.2,1.1,0.5,,,5.7,0.2,1.8,14,,,0.05,0.22,0.21,,0.03,,6,0.17,0.4,0.1,0.25,,,36,240,160,,1,87.0,0.6,190,1.8,12,,
"Port, 18.5 vol%",,,0.2,12.0,0.0,152,0,0,0,,,12,0.0,0,0,,,0,0.01,0.05,,0.01,,1,0.1,0,0,0,,,9,75,7,,0.3,9.0,0.4,12,n.d.,10,,
Potato chips fat reduced,,,5.9,59.2,22.1,468,2.5,5.9,12.3,,,3,1.2,4.5,0,,,0.46,0.06,1.48,,1.27,,72.8,0,39,0,2.61,,,48,1060,17,,0.8,490.0,1.1,110,n.d.,9.6,,
"Potatoe, peeled, steamed (without addition of salt)",,,2.0,15.6,0.1,75,0,0,0,,,0.7,0.0,2.1,0,,,0.07,0.05,1.1,,0.12,,13.1,0,15.8,0,0.06,,,22,350,5,,0.2,0.9,0.2,50,0.2,3.9,,
"Potatoes au gratin ""dauphinois"", prepared",,,2.5,11.3,7.8,128,4.7,1.8,0.4,,,2.4,0.3,1.3,23,,,0.05,0.11,0.71,,0.09,,10.8,0.07,10.4,0.1,0.22,,,18,310,52,,0.3,130.0,0.2,71,n.d.,6.4,,
"Potatoes au gratin ""savoyard"", prepared",,,2.1,10.6,2.3,75,1.4,0.6,0.1,,,0.5,0.4,1.4,6,,,0.09,0.04,0.79,,0.09,,11.7,0.04,11.4,0,0.08,,,18,280,32,,0.3,150.0,0.2,53,n.d.,5,,
"Potatoe, with skin, baked (without addition of fat and salt)",,,2.5,20.7,0.2,100,0.1,0,0,,,1.4,0.0,2.6,0,,,0.2,0.02,0.9,,0.11,,18,0,6,0,0.05,,,27,600,11,,0.4,2.0,0.6,45,0,1,,
Potato flakes with milk powder and salt (instant mashed potatoes),,,11.3,65.5,5.3,365,3.1,1.2,0.5,,,10.3,3.1,4.7,13,,,0.13,0.41,4.51,,0.69,,26.4,0.29,17.7,0.2,0.31,,,71,1230,230,,1.2,1260.0,2,380,n.d.,6,,
"Potato gnocchi, cooked",,,5.0,33.6,2.1,177,0.3,0.5,1,,,1.1,1.0,2,129,,,0.08,0.04,1.6,,0.12,,27.1,0.15,n.d.,0.5,0.92,,,19,180,5.1,,0.5,400.0,0.7,39,5,60,,
"Potato, new, with skin, boiled (without salt)",,,1.8,13.6,0.1,66,0,0,0,,,1.1,0.0,1.8,0,,,0.13,0.01,0.7,,0.13,,21,0,7,0,0.11,,,18,380,11,,0.2,3.0,0.6,44,0,0,,
"Potato, peeled, raw",,,2.0,15.6,0.1,76,0,0,0,,,0.7,0.0,2.1,0,,,0.08,0.05,1.2,,0.14,,21.4,0,19.4,0,0.06,,,23,400,5.1,,0.2,1.0,0.3,51,0.3,4,,
Potato salad with mayonnaise yogurt dressing,,,1.8,12.4,2.0,78,0.3,0.9,0.8,,,0.8,0.2,1.6,2,,,0.07,0.05,0.88,,0.1,,11.4,0.02,12.6,0,1.09,,,19,280,9.8,,0.2,72.0,0.2,44,n.d.,5,,
Potato salad with oil and vinagre dressing,,,1.7,12.8,3.8,96,0.3,2.2,1.1,,,0.6,0.1,1.7,0,,,0.07,0.04,0.91,,0.1,,10.8,0,13,0,1.15,,,19,290,4.5,,0.2,60.0,0.2,41,n.d.,3.8,,
Potato starch,,,0.6,83.1,0.1,336,0,0,0.1,,,0,0.0,0.1,0,,,0.01,0.01,0.14,,0.01,,0,0,0,0,0,,,6,15,35,,0.2,8.0,1.8,7,n.d.,1,,
"Poultry (average excluding offal), raw",,,21.6,0.1,5.3,134,1.6,2.3,1,,,0,0.1,0,65,,,0.12,0.15,7.06,,0.56,,9.6,0.46,0.4,0.9,0.42,,,25,310,7.5,,0.9,59.0,0.5,200,n.d.,5.1,,
"Poultry without skin (average excluding offal), raw",,,22.9,0.1,2.5,114,0.7,1,0.6,,,0,0.2,0,58,,,0.13,0.16,9.03,,0.52,,9.8,0.42,0,0.8,0.42,,,27,330,7.7,,1,62.0,0.5,210,n.d.,2,,
"Poultry with skin (average), raw",,,20.0,0.0,9.0,161,2.7,4.2,1.6,,,0,0.1,0,76,,,0.11,0.15,4.43,,0.61,,9.3,0.52,0.8,1,0.44,,,22,290,7.2,,0.8,56.0,0.5,180,n.d.,9.3,,
Pretzel sticks (dry lye pretzel),,,8.6,72.1,4.3,363,1.1,1.7,1.3,,,0.4,4.3,0.7,0,,,0.01,0.04,0.67,,0,,0,0,0,0.1,0.96,,,0,120,140,,0.5,1710.0,0.7,120,n.d.,0,,
"Processed cheese, 15% fidm, slice",,,19.4,0.0,8.6,155,5.2,2,0.4,,,0,3.0,0,26,,,0.03,0.32,0.2,,0.07,,3,1.62,0,0.2,0.2,,,45,150,600,,4,1200.0,0.9,1200,n.d.,35,,
"Processed cheese, 15% fidm, spreadable",,,16.4,0.0,9.3,150,5.6,2.2,0.4,,,0,3.0,0,28,,,0.03,0.38,0.2,,0.07,,3,2,0,0.2,0.27,,,30,200,600,,4,1200.0,0.9,1100,n.d.,35,,
"Processed cheese, 45% fidm, slice",,,22.8,0.0,25.0,316,15,5.9,1.2,,,0,3.0,0,75,,,0.03,0.23,0.2,,0.07,,3,1.17,0,0.7,0.54,,,45,150,600,,4,1200.0,0.9,800,n.d.,35,,
"Processed cheese, 45% fidm, spreadable",,,14.1,0.0,21.2,247,12.7,5,1,,,0,3.0,0,64,,,0.03,0.38,0.2,,0.07,,3,2,0,0.5,0.67,,,30,150,500,,4,1200.0,0.9,700,n.d.,35,,
"Processed cheese, 50% fidm, slice",,,14.3,0.0,30.0,327,18,7,1.4,,,0,3.0,0,90,,,0.04,0.37,0.2,,0.07,,3,2,0,0.9,0.65,,,45,100,550,,4,1200.0,0.9,750,n.d.,35,,
"Processed cheese, 50% fidm, spreadable",,,12.9,0.0,29.4,316,17.6,6.9,1.3,,,0,2.8,0,88,,,0.04,0.37,0.15,,0.07,,3,2,0,0.6,0.89,,,30,150,400,,4,1100.0,0.9,600,n.d.,35,,
"Prune, dried",,,1.6,55.4,0.4,227,0.2,0.1,0.1,,,38.1,0.0,5.1,0,,,0.03,0.03,0.43,,0.25,,1,0,0.5,0,1.05,,,30,610,50,,0.3,3.0,0.4,66,0.2,0.8,,
"Prune plum, fresh",,,0.6,8.8,0.1,43,0,0,0.1,,,8.8,0.0,2.3,0,,,0.03,0.02,0.41,,0.03,,3,0,3.4,0,0.61,,,8,240,13,,0.1,2.0,0.4,23,0.6,0.1,,
"Prune plum pie, home-made, baked (with cake dough)",,,3.2,18.4,7.2,156,3.2,2.7,0.8,,,8.4,0.2,2.1,20,,,0.04,0.05,0.33,,0.05,,4.5,0.08,2.1,0.2,1.12,,,12,210,25,,0.3,99.0,0.6,54,2.1,3.3,,
"Prune plum pie, home-made, baked (with puff pastry)",,,2.9,17.7,7.4,153,3.3,2.9,0.8,,,8.4,0.3,2.1,20,,,0.04,0.05,0.32,,0.04,,4.6,0.08,2.1,0.2,1.17,,,9.5,200,25,,0.2,120.0,0.5,44,2.1,3.2,,
"Prune plum, stewed, drained (without addition of sugar)",,,0.7,8.7,0.1,43,0,0,0.1,,,8.7,0.0,2.3,0,,,0.02,0.02,0.4,,0.03,,1.9,0,1.7,0,0.75,,,7.9,180,15,,0.1,1.5,0.4,23,0.7,0.1,,
Prussian cookie,,,4.7,53.8,22.4,438,13.2,5.2,1.3,,,27.4,0.8,1.2,59,,,0.06,0.02,0.12,,0.06,,3,0,0,0.4,0.67,,,14,75,10,,0.5,310.0,0.6,52,1,0.6,,
"Pudding, caramel",,,3.4,23.0,2.1,125,1.4,0.6,0.1,,,20.1,0.2,0.1,12,,,0.03,0.2,0.1,,0.03,,8,0.3,0,0.1,0.16,,,9,150,94,,0.3,70.0,0,77,n.d.,6.2,,
"Pudding, chocolate",,,3.0,21.0,2.6,121,0.5,1.1,0.9,,,12.1,0.3,1,3,,,0.14,0.16,0.3,,0.02,,3,0.08,2,0,0.11,,,14,180,90,,0.4,130.0,0.5,80,n.d.,3.2,,
"Pudding, vanilla",,,2.8,18.0,2.1,102,0.3,0.9,0.8,,,10.4,0.3,0.1,7,,,0.1,0.14,0.3,,0.02,,0,0.09,0,0,0.13,,,10,120,96,,0.3,140.0,0.1,40,n.d.,5.9,,
Puffed or extruded cereals with cocoa or chocolate,,,8.9,76.6,2.8,380,1,0.8,0.7,,,20.7,0.5,6.5,0,,,0.02,0.02,2.8,,0.06,,20.9,0,0,0,0.75,,,82,520,26,,1.7,210.0,5.2,190,2.6,2,,
"Puffed rice, crispy",,,6.3,86.0,1.5,385,0.5,0.2,0.2,,,6.6,1.2,1.3,0,,,0.03,0.03,4.32,,0.06,,13.1,0,0,0,0.17,,,33,180,7.6,,1,460.0,0.7,170,2.6,0,,
Puffed wheat with honey or other sugars,,,8.4,78.2,2.2,377,0.4,0.8,0.9,,,30.5,0.0,5.5,0,,,0.02,0.02,2.8,,0.06,,20.9,0,0,0,0.75,,,72,290,23,,2.1,19.0,2.4,230,3.9,0,,
"Puff pastry, home-made (with butter), raw",,,5.2,29.4,24.7,364,14.6,5.8,1.4,,,0.3,0.8,1.3,65,,,0.09,0.02,0.13,,0.07,,6.7,0,0,0.4,0.74,,,15,82,11,,0.5,340.0,0.6,57,1.1,0.7,,
"Puff pastry, home-made (with vegetable fat), raw",,,5.2,29.3,23.2,349,7.1,11.1,4.4,,,0.2,0.9,1.3,0,,,0.09,0.02,0.2,,0.07,,7.3,0.01,0,1,3.7,,,15,88,9.6,,0.5,360.0,0.7,58,1,1.1,,
Puff pastry sticks,,,7.1,40.4,32.9,490,15,11.6,4,,,0.3,2.6,1.8,45,,,0.09,0.03,0.22,,0.09,,4.8,0.01,0,0.9,3.05,,,21,120,14,,0.7,1040.0,0.9,79,1.4,1.5,,
"Puff pastry (with vegetable fat), raw",,,5.7,35.1,24.3,385,10.9,9.8,2.6,,,0.1,1.0,1.6,0,,,0.08,0.01,0.16,,0.02,,5,0,0,0,2.42,,,7.4,83,4.6,,0.3,400.0,0.3,31,1.1,0.5,,
"Pumpkin piccata, prepared",,,5.5,9.4,8.5,140,2.3,4.3,1,,,3.7,0.2,2.2,69,,,0.06,0.12,0.41,,0.09,,17.4,0.33,8.8,0.5,n.d.,,,13,360,100,,0.6,97.0,0.6,100,n.d.,9.3,,
"Pumpkin, raw",,,1.1,4.6,0.1,28,0,0,0.1,,,3.9,0.0,2.2,0,,,0.05,0.07,0.5,,0.09,,20.2,0,14.9,0,n.d.,,,8.4,400,41,,0.1,0.9,0.2,27,0.2,0.2,,
Pumpkin seed oil,,,0.0,0.0,100.0,900,16.4,28.5,49.5,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,9.1,,,0,0,0,,0,0.0,0,0,0,0,,
Pumpkin seeds,,,35.6,4.7,49.1,615,8.7,16.2,21,,,1.4,0.0,6,0,,,0.29,0.16,2.74,,0.1,,129,0,1.9,0,1.97,,,520,900,63,,5,5.3,8.2,1090,11,2.7,,
"Pumpkin, steamed (without addition of salt)",,,1.1,4.7,0.1,29,0,0,0.1,,,4,0.0,2.2,0,,,0.05,0.06,0.43,,0.08,,13.2,0,12.2,0,n.d.,,,8.2,370,43,,0.1,0.8,0.2,28,0.2,0.2,,
"Quiche Lorraine, baked (with cake dough)",,,9.0,14.5,22.2,295,11.7,6.3,1.5,,,1.6,1.2,0.6,127,,,0.13,0.14,0.71,,0.07,,9.3,0.38,4.2,0.9,0.75,,,14,150,49,,1,460.0,0.7,120,n.d.,11,,
"Quiche Lorraine, baked (with puff pastry)",,,8.5,11.5,23.4,291,12.5,6.6,1.5,,,1.6,1.2,0.5,131,,,0.12,0.14,0.69,,0.07,,8.9,0.38,4.2,0.9,0.76,,,13,140,48,,0.9,470.0,0.7,110,n.d.,11,,
"Quince, cooked, drained (without addition of sugar)",,,0.5,7.3,0.6,49,0,0.2,0.3,,,7.3,0.0,5.9,0,,,0.02,0.03,0.2,,0.04,,5,0,6.5,0,0.5,,,8.2,140,12,,0.3,1.5,0.7,20,1,1.3,,
"Quince, fresh",,,0.4,7.3,0.5,47,0,0.2,0.2,,,7.3,0.0,5.9,0,,,0.03,0.03,0.2,,0.04,,8,0,13,0,0.4,,,8.2,180,10,,0.2,2.0,0.6,20,0.8,1,,
"Quinoa, cooked (without addition of salt and fat)",,,4.4,19.1,2.0,117,0.1,0.3,0.8,,,1,0.0,2.7,0,,,0.09,0.1,0.27,,0.09,,35,0,0.1,0,0.78,,,63,220,19,,1,1.0,1.2,140,0.4,0.6,,
"Quinoa, raw",,,13.3,58.2,6.6,362,0.5,1.1,2.5,,,3.1,0.0,8.3,0,,,0.4,0.37,0.91,,0.38,,135.3,0,0.5,0,2.25,,,180,800,41,,2.9,1.2,3.6,420,1.1,1.6,,
Raclette cheese,,,25.9,0.0,27.9,357,16.7,6.5,1.3,,,0,1.8,0,84,,,0.01,0.29,0.2,,0.06,,49,1.55,0,0.3,0.68,,,27,70,670,,3.9,730.0,0.1,490,n.d.,11,,
"Radicchio red, raw",,,1.4,1.6,0.1,19,0,0,0.1,,,1.6,0.0,3,0,,,0.06,0.05,0.3,,0.05,,14.1,0,7.7,0,0.57,,,10,350,31,,0.2,7.5,0.4,41,0.1,0,,
"Radish, raw",,,1.0,3.9,0.1,24,0,0,0,,,2.9,0.0,1.5,0,,,0.03,0.04,0.4,,0.07,,30.1,0,15.1,0,0,,,6.9,270,34,,0.2,9.3,0.2,22,0.1,1.1,,
"Radish, red, raw",,,0.9,1.5,0.1,14,0,0,0,,,1.1,0.1,1.4,0,,,0.02,0.04,0.25,,0.05,,45.3,0,16.3,0,0.01,,,9.5,300,32,,0.1,28.0,0.3,18,0.1,1,,
"Raisins, dried (grape)/ sultanas",,,3.0,73.2,0.9,321,0.3,0.3,0.2,,,70.3,0.1,4.2,0,,,0.11,0.03,0.61,,0.08,,4,0,0.2,0,0.12,,,41,780,80,,0.2,21.0,2.3,110,7.3,2,,
Rapeseed oil,,,0.0,0.0,100.0,900,6.9,60.2,28.3,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,30.08,,,0,0,0,,0,0.0,0,0,0,0,,
"Rapeseed oil HOLL (high oleic, low linolenic)",,,0.0,0.0,100.0,900,7,76,12,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,27.45,,,0,0,0,,0,0.0,0,0,0,0,,
Rascal (Shortbread cookie with jam),,,5.8,60.3,25.6,499,15.1,5.9,1.4,,,30.9,0.1,1.9,67,,,0.07,0.04,0.35,,0.07,,3.6,0.01,1,0.4,0.63,,,16,110,14,,0.6,34.0,1,60,1.6,1,,
"Raspberry, raw",,,1.2,5.8,0.8,44,0.1,0.2,0.4,,,5.4,0.0,4.3,0,,,0.02,0.04,0.43,,0.05,,25.5,0,20.7,0,0.94,,,20,170,16,,0.2,1.0,0.4,29,0.2,3,,
"Ratatouille, prepared",,,1.3,4.1,2.1,45,0.3,1.4,0.3,,,3.6,0.5,2.1,0,,,0.04,0.05,0.62,,0.14,,21.1,0,36.4,0,1,,,13,230,21,,0.2,190.0,0.4,35,1.3,1,,
Raw cured meat raw (average),,,31.0,0.4,12.7,240,4.9,5.7,0.9,,,0.4,4.6,0,73,,,0.45,0.28,7.53,,0.43,,n.d.,0.69,5.3,0.6,0.08,,,25,500,9.5,,4.3,1840.0,2.8,260,12,0,,
Raw sausages (average),,,22.2,0.2,39.2,443,15.1,17.9,3.5,,,0.2,3.7,0,79,,,0.47,0.19,6.01,,0.28,,2.4,2.09,25.9,1,0.27,,,19,340,7.1,,3,1480.0,1.5,180,n.d.,0.8,,
Raw sausages with interrupted maturation (average),,,17.6,0.7,26.5,312,9.9,12.3,2.6,,,0.7,2.2,0.2,63,,,0.52,0.15,4.31,,0.28,,5.8,1.16,38.2,0,0.29,,,19,250,11,,1.8,890.0,0.9,140,n.d.,1.3,,
Reblochon cheese,,,19.9,0.0,25.2,307,15.1,5.9,1.2,,,0,2.0,0,76,,,0.01,0.36,0.1,,0.19,,25,1.5,0,0.2,0.75,,,20,84,390,,2.2,800.0,0.1,320,n.d.,0,,
"Red cabbage, raw",,,1.1,4.3,0.2,29,0,0,0.1,,,3.9,0.0,2.6,0,,,0.08,0.04,0.12,,0.17,,23.2,0,52.7,0,0.08,,,11,280,34,,0.2,5.8,0.4,28,0.5,2.9,,
"Red cabbage, stewed (without addition of fat and salt)",,,1.0,3.7,0.2,25,0,0,0.1,,,3.4,0.0,2.3,0,,,0.06,0.03,0.09,,0.13,,12.9,0,25.4,0,0.07,,,8.3,200,31,,0.2,4.6,0.3,25,0.4,2.6,,
