name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
"Courgette, à la vapeur (sans adjonction de sel)",,,1.3,1.9,0.3,18,0.1,0,0.1,,,1.9,0.0,1.1,0,,,0.04,0.07,0.43,0.19,0.09,,19.7,0,12.6,0,0.14,,,18,250,20,,0.3,8.7,0.3,48,0.6,1.8,,
"Courgette, à l'étuvée (sans sel ni graisse)",,,1.5,2.2,0.3,20,0.1,0,0.1,,,2.2,0.0,1.3,0,,,0.05,0.08,0.49,0.21,0.09,,22.8,0,14.2,0,0.16,,,19,270,24,,0.4,10.0,0.4,56,0.7,2.1,,
"Courgette, crue",,,1.2,1.8,0.3,17,0.1,0,0.1,,,1.8,0.0,1.1,0,,,0.05,0.07,0.47,0.19,0.09,,28.9,0,14.8,0,0.12,,,18,260,19,,0.3,9.0,0.4,45,0.6,1.6,,
"Coussinets de céréales, fourrés chocolat noisette",,,6.3,66.6,16.1,446,3.2,2.8,6.9,,,27.4,0.4,4.9,0,,,0.08,0.05,1.79,0.26,0.07,,20.9,0,0,0,6.82,,,70,330,61,,1.6,180.0,3.1,180,1.9,n.i.,,
"Crackers, biscuits salés",,,9.2,66.3,15.9,449,6,6.8,2.4,,,0,1.5,2.1,0,,,0.22,0.05,1.65,0.29,0.12,,21.3,0,0,0,1.7,,,24,120,110,,0.7,590.0,1.6,110,n.i.,13,,
Crème à café UHT,,,2.6,3.8,15.0,161,9,3.5,0.7,,,3.8,0.2,0,50,,,0.02,0.14,0.1,0.4,0.02,,2.7,0.5,1,0.3,0.34,,,8.2,140,96,,0.3,77.0,0,91,n.i.,11,,
Crème acidulée,,,2.4,2.8,35.0,336,21,8.2,1.6,,,2.8,0.1,0,105,,,0.02,0.17,0.2,0.26,0.03,,23,0.19,0,0.4,0.7,,,7,100,73,,0.3,30.0,0.1,64,n.i.,9,,
"Crème à la vanille, faite maison, cuite",,,4.3,12.7,4.6,109,2.3,1.3,0.4,,,11.6,0.1,0,62,,,0.03,0.19,0.08,0.5,0.03,,10.9,0.39,0.5,0.4,0.27,,,9.8,140,100,,0.5,52.0,0.3,99,4.1,13,,
Crème au chocolat,,,3.6,20.0,3.0,122,1.5,0.9,0.2,,,18.7,0.2,0.5,110,,,0.04,0.21,0.3,0.5,0.05,,0,0.1,0,0.1,0.1,,,14,230,150,,0.6,65.0,0.9,100,n.i.,7,,
Crème d'anchois,,,19.8,0.2,21.3,272,4.1,13.9,2.2,,,0.1,19.0,0,57,,,0.03,0.19,2.93,0.47,0.28,,12,15.68,0.4,1.3,5.19,,,170,190,220,,1.3,7720.0,2.1,210,6,25,,
Crème (en moyenne),,,2.2,3.3,28.6,279,17.1,6.7,1.3,,,3.3,0.1,0,85,,,0.02,0.14,0.08,0.36,0.02,,5.1,0.28,0.5,0.4,0.67,,,7.1,120,80,,0.2,42.0,0,74,n.i.,9.1,,
"Crème entière, pasteurisée",,,2.0,3.1,34.8,334,20.9,8.2,1.6,,,3.1,0.1,0,101,,,0.02,0.13,0.08,0.31,0.03,,7,0.21,0.7,0.5,0.84,,,6.2,120,71,,0.2,35.0,0.1,71,n.i.,7,,
"Crème entière, UHT",,,2.0,3.1,34.9,335,20.9,8.2,1.6,,,3.1,0.1,0,101,,,0.02,0.12,0.05,0.33,0.02,,1.5,0.16,0,0.6,0.77,,,6.3,110,71,,0.2,25.0,0,68,n.i.,6.1,,
"Crème glacée, aux fruits",,,3.5,24.7,8.0,185,5,2.6,0.3,,,23.7,0.2,0,26,,,0.04,0.26,0,0,0.07,,9,0,1,0.1,0.17,,,0,180,110,,0.4,61.0,0.5,99,n.i.,0,,
"Crème glacée, avec arome",,,4.1,24.2,17.9,278,10.8,3.7,0.8,,,21.9,0.2,2,73,,,0.05,0.18,0.1,0.57,0.04,,15.6,0.47,1,0,0.3,,,21,210,110,,0.6,62.0,1.3,110,3,17,,
"Crêpe à la compote de pomme, préparée",,,3.5,16.7,3.2,113,1.5,0.8,0.4,,,6.7,0.3,1.5,42,,,0.04,0.07,0.11,0.33,0.04,,9.8,0.15,1.4,0.3,0.44,,,6.9,120,26,,0.3,120.0,0.4,47,n.i.,6,,
"Crêpe au fromage, préparée",,,10.0,18.2,8.9,194,4.4,2.4,0.9,,,1.3,0.9,0.8,111,,,0.06,0.17,0.13,0.72,0.05,,16.3,0.54,0.2,0.8,0.52,,,13,130,150,,1,360.0,0.7,160,n.i.,14,,
"Crêpe au jambon, préparée",,,9.7,17.3,5.1,155,2.1,1.6,0.7,,,1.3,1.0,0.8,101,,,0.15,0.15,0.99,0.72,0.08,,15.8,0.36,10.6,0.7,0.5,,,13,180,47,,0.8,410.0,0.7,130,n.i.,13,,
"Crêpe au lard, préparée",,,9.3,17.3,8.9,188,3.5,3.4,1,,,1.3,1.1,0.8,102,,,0.13,0.14,0.68,0.71,0.06,,16,0.39,5.1,0.8,0.52,,,11,150,46,,0.8,440.0,0.7,110,n.i.,12,,
"Crêpe au Nutella, préparée",,,6.7,30.4,12.7,266,5.3,5,1.4,,,14.4,0.5,1.4,66,,,0.07,0.14,0.17,0.58,0.05,,14.3,0.28,0.3,0.5,1.27,,,21,200,69,,0.6,190.0,1.2,100,n.i.,9.6,,
"Crêpe au sucre et cannelle, préparée",,,6.6,26.2,5.9,186,2.8,1.6,0.7,,,6.6,0.6,0.9,83,,,0.06,0.11,0.12,0.57,0.04,,12.7,0.3,0.3,0.6,0.43,,,9.4,120,47,,0.5,230.0,0.6,82,5.6,11,,
"Crêpe aux champignons, préparée",,,5.4,11.7,6.5,130,3.4,1.6,0.6,,,1.3,0.5,1.5,51,,,0.08,0.22,1.85,1.22,0.07,,15.4,0.16,1.8,1.3,0.29,,,11,270,34,,0.5,180.0,0.9,100,n.i.,15,,
"Crêpe aux légumes, préparée",,,5.3,17.7,5.5,144,2.2,1.9,0.6,,,2.7,0.4,1.5,62,,,0.06,0.11,0.28,0.48,0.09,,18.7,0.22,19.3,0.4,0.79,,,10,160,41,,0.4,170.0,0.5,70,4.3,8.4,,
"Crêpe fine à la Nutella, préparée",,,7.9,35.8,22.1,377,9.3,8.9,2.3,,,26.4,0.3,1.7,88,,,0.09,0.21,0.23,0.81,0.08,,20.3,0.39,0.5,0.7,2.1,,,35,290,110,,1,110.0,1.9,160,n.i.,13,,
"Crêpe fine au camembert, préparée",,,11.9,14.9,15.5,247,8.2,4,1.2,,,2.3,0.8,0.6,142,,,0.07,0.23,0.36,0.99,0.1,,35.5,0.84,0.5,1,0.63,,,19,170,150,,1.2,320.0,0.8,180,n.i.,21,,
"Crêpe fine au jambon, préparée",,,12.9,13.2,9.7,193,4.7,2.8,0.9,,,2.2,1.0,0.5,124,,,0.31,0.22,2.13,0.94,0.18,,16.4,0.42,19.7,0.8,0.52,,,20,270,68,,1.3,410.0,0.9,210,9.4,15,,
"Crêpe fine au lard, préparée",,,11.3,15.0,16.3,253,7.4,5.6,1.4,,,2.4,0.9,0.6,137,,,0.21,0.21,1.01,0.95,0.11,,18.7,0.52,5.8,1,0.59,,,18,210,74,,1.2,370.0,0.9,160,10,16,,
"Crêpe fine au sucre et cannelle, préparée",,,8.3,29.0,11.5,254,5.7,3.1,1.1,,,14.9,0.3,0.7,141,,,0.08,0.2,0.14,0.92,0.07,,20.3,0.5,0.5,1,0.6,,,16,170,83,,0.8,140.0,1,140,8.8,18,,
"Crêpe fine aux champignons, préparée",,,5.9,7.9,9.0,139,4.8,2.2,0.7,,,1.7,0.4,1.6,68,,,0.09,0.28,2.3,1.53,0.09,,19.3,0.21,2.3,1.7,0.32,,,15,330,45,,0.7,140.0,1.1,130,n.i.,20,,
"Crêpe fine aux légumes, préparée",,,6.1,13.9,9.2,166,4,3.1,0.9,,,4.1,0.2,1.6,95,,,0.08,0.16,0.36,0.7,0.14,,26.8,0.34,27.7,0.7,1.06,,,15,220,63,,0.6,96.0,0.7,100,6,13,,
"Crêpe fine nature, préparée",,,9.4,19.0,13.2,234,6.6,3.6,1.2,,,2.9,0.4,0.7,161,,,0.09,0.23,0.15,1.05,0.08,,23.1,0.57,0.6,1.2,0.68,,,18,190,92,,1,160.0,1,160,10,21,,
"Crêpe nature, préparée",,,7.0,22.2,6.3,175,3,1.7,0.7,,,1.5,0.6,0.9,87,,,0.07,0.12,0.13,0.6,0.04,,13.4,0.31,0.3,0.6,0.46,,,9.9,130,49,,0.5,240.0,0.6,87,5.9,11,,
"Cresson, cru",,,1.7,1.9,0.2,19,0.1,0,0.1,,,0.6,0.2,1.2,0,,,0.09,0.1,0.6,0.16,0.18,,70.5,0,36.3,0,1,,,17,310,83,,0.2,60.0,1.6,68,1,14,,
"Crevette, crue",,,11.4,1.2,1.1,60,0.3,0.1,0.3,,,0,0.5,0,150,,,0.14,0.09,2,0,0.08,,14,0,1,0,1.5,,,0,210,30,,0.8,190.0,0.3,210,33,91,,
"Crevette, cuite",,,9.0,1.3,1.0,50,0.3,0.1,0.3,,,0,0.4,0,158,,,0.11,0.07,1.47,0,0.06,,10.3,0,0.8,0,1.42,,,0,170,32,,0.8,170.0,0.3,180,31,86,,
"Croissant au beurre, à la farine blanche",,,8.7,43.5,24.2,432,14.1,5.7,1.5,,,3.3,1.2,2.6,77,,,0.12,0.11,0.59,0.38,0.11,,21.5,0.1,0.3,0.5,0.71,,,25,170,52,,0.9,490.0,1,120,3.5,3,,
"Croissant au beurre, complet",,,6.8,37.3,19.7,365,11.4,4.6,1.3,,,1.2,1.1,5.2,63,,,0.12,0.07,0.67,0.34,0.1,,22.4,0.04,0,0.4,0.72,,,24,160,15,,1,440.0,1,110,2.1,2.5,,
Croissant au jambon,,,11.1,26.0,20.9,340,9.5,8.1,2.2,,,0.7,1.4,1.4,43,,,0.21,0.09,1.67,0.42,0.1,,9.5,0.12,20.2,0.2,2.06,,,16,210,24,,0.9,570.0,0.7,130,n.i.,5.1,,
"Croissant aux noisette, pâte levée",,,7.7,41.9,12.6,318,3.4,6.9,1.5,,,18.4,0.6,2.5,36,,,0.19,0.13,0.9,0.46,0.13,,35,0.1,0.3,0.2,2.64,,,32,200,48,,0.8,260.0,1,120,0.8,3.9,,
"Croissant aux noisettes, pâte feuilletée",,,6.8,36.2,26.9,419,9.9,12.4,2.1,,,15.8,0.5,2.7,71,,,0.13,0.04,0.33,0.48,0.14,,17.8,0.08,0.4,0.4,3.53,,,39,190,42,,1,210.0,1.2,110,2,4.4,,
Croissant de Sils (avec sel iodé),,,9.1,39.4,25.0,423,14.7,5.8,1.5,,,1.3,4.1,1.9,76,,,0.11,0.09,0.39,0.35,0.05,,20,0.08,0,0.5,0.75,,,11,140,35,,0.5,1630.0,0.4,68,2,100,,
Croissant (moyenne),,,7.8,40.4,22.0,398,12.8,5.1,1.4,,,2.3,1.2,3.9,70,,,0.12,0.09,0.63,0.36,0.11,,21.9,0.07,0.1,0.4,0.72,,,24,160,33,,1,460.0,1,110,2.8,2.8,,
Croque Monsieur,,,16.4,26.6,9.4,260,4.4,2.9,1.1,,,2.6,2.3,1.8,31,,,0.31,0.15,2.14,0.51,0.21,,15.5,0.34,16.2,0.2,0.7,,,39,240,180,,2.2,920.0,1.2,370,n.i.,12,,
"Croûte au fromage, préparée",,,13.8,26.0,12.1,272,6.8,2.9,1,,,1,1.4,2.3,73,,,0.11,0.18,0.67,0.52,0.07,,12,0.58,0.1,0.6,0.49,,,34,150,310,,1.9,560.0,1.2,290,n.i.,16,,
"Crustacés (moyenne), crus",,,15.5,1.0,1.2,77,0.2,0.2,0.4,,,0,0.7,0,123,,,0.14,0.05,3.84,0.75,0.15,,15.5,0.45,2,0,1.5,,,34,210,30,,2.7,270.0,1.2,190,44,170,,
"Datte, sèche",,,2.4,64.7,0.4,287,0,0,0,,,64.7,0.0,7.5,0,,,0.06,0.06,1.36,0.6,0.12,,18.4,0,0.2,0,0.67,,,55,730,68,,0.4,11.0,2.2,68,2,1,,
"Demi-crème, pasteurisée",,,2.3,3.3,27.9,274,16.7,6.6,1.3,,,3.3,0.1,0,82,,,0.02,0.15,0.07,0.45,0.03,,6.8,0.26,0.9,0.4,0.62,,,7,130,78,,0.2,35.0,0,64,n.i.,12,,
"Demi-crème, UHT",,,2.5,3.7,25.1,251,15.1,5.9,1.2,,,3.7,0.1,0,71,,,0.02,0.13,0.07,0.45,0.02,,2.7,0.26,0,0.4,0.69,,,8.6,140,91,,0.3,34.0,0,74,n.i.,12,,
Demie-crème acidulé,,,2.7,3.2,16.6,173,10.8,4.3,0.8,,,3.2,0.1,0,50,,,0.04,0.2,0.1,0.29,0.04,,11,0.23,0,0.3,0.45,,,11,130,100,,0.4,40.0,0.1,80,n.i.,11,,
"Dinde, poitrine, escalope ou émincé, cru",,,24.0,0.0,1.5,109,0.3,0.3,0.3,,,0,0.2,0,37,,,0.12,0.1,9.86,0.8,0.4,,8,0.57,0,0,0,,,32,330,7.9,,1.8,63.0,0.7,210,8.9,1.5,,
"Dinde, poitrine, escalope ou émincé, grillé (sans adjonction de graisse ni de sel)",,,31.8,0.0,1.5,141,0.3,0.3,0.3,,,0,0.2,0,50,,,0.11,0.13,10.66,0.86,0.3,,5.4,0.5,0,0,0,,,35,400,11,,2.4,72.0,0.9,240,12,2,,
"Donut, nappé de chocolat",,,6.4,44.0,17.6,364,7.9,7,1.4,,,21.1,0.3,2,47,,,0.1,0.12,0.4,0.4,0.08,,22.9,0.15,0.2,0.3,1.63,,,29,210,37,,0.8,110.0,1.5,97,n.i.,5.5,,
"Double crème, pasteurisée",,,1.9,2.7,50.0,468,30,11.7,2.3,,,2.7,0.1,0,147,,,0.02,0.19,0,0.23,0.01,,7,0.6,1,0.3,1.64,,,5,65,49,,0.2,22.0,0.1,52,n.i.,35,,
Dulce de Leche,,,5.7,52.6,7.3,299,4.4,1.7,0.3,,,52.6,0.2,0,28,,,0.03,0.37,0.19,0.55,0.04,,5,0.27,1.3,0.1,0.23,,,18,280,210,,0.6,69.0,0.1,160,1.9,17,,
Eau-de-vie de canne à sucre (p.ex. Rhum),,,0.0,0.0,0.0,234,0,0,0,,,0,0.0,0,0,,,0.01,0,0,0,0,,0,0,0,0,0,,,0,2,0,,0.1,1.0,0.1,5,n.i.,0,,
"Eau-de-vie de céréales, 40% vol (p.ex. Whisky)",,,0.0,0.1,0.0,247,0,0,0,,,0.1,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,3,2,,0.1,1.0,0,5,n.i.,0,,
Eau-de-vie de cerises (Kirsch),,,0.0,0.0,0.0,245,0,0,0,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,3,2,,0,0.0,0,0,n.i.,0,,
"Eau-de-vie de vin (p. ex. Cognac, brandy)",,,0.0,2.0,0.0,240,0,0,0,,,2,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,2,0,,0,2.0,0,0,n.i.,0,,
Eau potable (en moyenne en Suisse),,,0.0,0.0,0.0,0,0,0,0,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,0,7,,0,1.0,0,0,0,0,,
"Eaux-de-vie, 40 % vol (p.ex. Vodka, Gin)",,,0.0,0.0,0.0,234,0,0,0,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,4,0,,0,3.0,0,4,n.i.,0,,
"Echalote, crue",,,1.8,12.2,0.5,66,0,0,0,,,3.3,0.0,2.6,0,,,0.04,0.01,0.2,0.19,0.1,,10.2,0,8,0,0.08,,,7.5,220,9.5,,0.2,5.0,0.1,46,n.i.,n.i.,,
"Écorce de citron confite, citronat",,,0.4,70.0,0.4,289,0.1,0,0.2,,,70,0.0,2,0,,,0.02,0.03,0.12,0.1,0.06,,4,0,4,0,0,,,5,50,40,,0.1,2.0,0.3,4,n.i.,0.5,,
"Edamame (fève de soja, immature), écossé, congelé",,,11.5,5.1,7.4,143,0.9,2.4,2.7,,,1.4,0.0,5.5,0,,,0.15,0.12,0.88,1.69,0.09,,108,0,15.4,0,2.49,,,60,400,70,,1.2,9.8,1.9,160,1,0,,
"Emincé de poulet à la sauce curry, fait maison",,,14.6,3.3,4.8,116,1.5,2.4,0.5,,,1.5,0.5,0.4,44,,,0.06,0.08,4.15,0.36,0.29,,5.4,0.1,0.6,0.6,0.76,,,17,170,15,,0.4,210.0,0.9,110,n.i.,1.2,,
"Emincé de veau à la sauce curry, fait maison",,,13.1,3.3,5.0,111,1.6,2.4,0.6,,,1.5,0.5,0.4,46,,,0.03,0.11,2.85,0.68,0.14,,4.6,0.6,0.6,2.3,0.76,,,15,170,15,,2.1,220.0,1.1,110,n.i.,1.8,,
"Emincé/haché/escalope, végétarien, à base de mycoprotéine, cru",,,13.4,1.6,2.3,92,0.3,0.4,1.2,,,0,0.4,6,1,,,0.04,0.35,0.95,0.23,0.08,,40.8,0,0,0,0.04,,,41,110,170,,6.6,160.0,0.3,240,2.5,1,,
"Emincé (moyenne de veau, boeuf, porc, volaille), grillé (sans adjonction de graisse ni de sel)",,,29.5,0.2,2.6,142,0.8,1,0.4,,,0,0.2,0,72,,,0.21,0.18,8.64,0.94,0.45,,6.7,0.76,0,0.5,0.38,,,28,370,12,,2.5,68.0,1,240,15,1.8,,
"Emincé, végétalien, à base de protéines de soja ou de pois, cru",,,20.7,3.5,3.3,139,0.4,1.1,1.3,,,1.4,1.5,6.5,0,,,0.11,0.1,0.71,0.36,0.08,,44.4,0,0.5,0.3,1.09,,,89,660,86,,1.6,610.0,3.1,270,6.4,5.3,,
"Emmentaler, gras",,,28.4,0.0,32.6,408,20.3,7.9,1.5,,,0,0.4,0,84,,,0.01,0.3,0.18,0.3,0.12,,9.4,1.67,0,0.5,0.35,,,31,84,1030,,4.6,170.0,0.4,620,n.i.,20,,
"Endive, à la vapeur (sans adjonction de sel)",,,1.1,2.8,0.2,20,0,0,0.1,,,2.4,0.0,1.2,0,,,0.04,0.04,0.17,0.12,0.03,,15.8,0,0.9,0,0,,,8.3,160,18,,0.1,1.7,0.1,24,0.1,0.4,,
"Endive, crue",,,1.1,2.8,0.2,20,0,0,0.1,,,2.4,0.0,1.2,0,,,0.05,0.04,0.21,0.14,0.03,,25.6,0,1.6,0,0,,,8.9,190,18,,0.1,1.9,0.2,25,0.1,0.4,,
"Energy drink, avec caféine, taurine et vitamines, avec édulcorants",,,0.0,0.2,0.0,1,0,0,0,,,0,0.2,0,0,,,0,0.43,7.77,1.55,1.54,,0,1.77,0,0,0,,,1,3,4,,0,63.0,0,3,0.1,0,,
"Energy drink, avec caféine, taurine et vitamines, sucré",,,0.0,10.9,0.0,44,0,0,0,,,10.8,0.2,0,0,,,0,0.43,7.54,1.55,1.42,,0,1.63,0,0,0,,,1,3,4,,0,63.0,0,3,0.1,0,,
"Épinard, à la vapeur (sans adjonction de sel)",,,3.3,1.6,0.8,31,0.1,0,0.4,,,0.1,0.2,2.3,0,,,0.08,0.24,0.65,0.26,0.24,,74.5,0,36.9,0,2.76,,,110,660,130,,0.7,77.0,1.9,58,0.6,15,,
"Épinard, cru",,,2.6,1.3,0.6,25,0.1,0,0.4,,,0.1,0.2,1.9,0,,,0.07,0.2,0.62,0.23,0.21,,94.4,0,51,0,2.1,,,89,590,100,,0.6,69.0,1.8,46,0.4,12,,
"Epinards à la crème, cuits",,,2.9,4.0,3.8,65,1.4,1,1,,,1.2,0.7,1.8,6,,,0.06,0.21,0.6,0.24,0.16,,50,0.04,24.6,0,2.41,,,74,490,110,,0.6,300.0,1.5,58,n.i.,11,,
"Escalope de veau, grillée à l'huile de colza HOLL",,,26.8,0.0,8.6,185,0.9,5.9,1.1,,,0,1.0,0,83,,,0.05,0.3,7.53,1.11,0.27,,15.1,0.98,0,0,0.57,,,29,280,5.8,,3,390.0,2.8,240,8.8,0.3,,
"Escalope (moyenne de veau, boeuf, porc, poulet), crue",,,22.6,0.2,2.1,110,0.7,0.9,0.3,,,0,0.2,0,52,,,0.27,0.16,7.8,0.79,0.45,,7.9,0.9,0,0.2,0.41,,,24,340,9.2,,1.9,61.0,0.9,200,11,1.3,,
"Escalope (moyenne de volaille, veau, boeuf, porc), grillée (sans adjonction de graisse ni de sel)",,,29.7,0.2,2.4,141,0.8,1,0.4,,,0,0.2,0,71,,,0.26,0.2,8.76,0.9,0.42,,8.2,0.95,0,0.2,0.48,,,29,370,12,,2.5,72.0,1.2,230,15,1.8,,
"Escalope (moyenne de volaille, veau, boeuf, porc), panée, sautée",,,23.9,10.2,10.2,229,1.5,6.5,1.4,,,0.5,0.9,0.6,90,,,0.28,0.18,7.25,1.09,0.44,,19.4,0.98,0,0.5,2.47,,,26,350,19,,2,340.0,1.2,220,14,6.3,,
"Escargot aux noisettes, pâte levée",,,12.2,54.9,18.7,445,5.7,9.6,1.9,,,12.9,1.2,3.8,61,,,0.33,0.19,1.51,0.76,0.21,,58.3,0.17,0.5,0.4,3.12,,,42,300,69,,1.2,470.0,1.6,170,n.i.,6.5,,
Etoiles à la cannelle,,,14.2,50.9,25.9,505,2.2,16.6,6,,,50.3,0.1,5.6,0,,,0.08,0.51,0.96,0.27,0.07,,28.6,0.04,0.6,0,12.65,,,120,400,150,,1.7,47.0,2.2,250,2.6,1.1,,
"Expresso crème, non sucré",,,0.5,0.8,2.5,28,1.5,0.6,0.1,,,0.7,0.0,0.1,8,,,0,0.02,0.13,0.07,0,,0.5,0.08,0.2,0.1,0.06,,,4.1,45,23,,0,14.0,0,17,n.i.,1.9,,
"Falafel, frit (à l'huile de colza HOLL)",,,8.4,26.9,7.9,225,0.7,5,1.8,,,1.9,0.7,6.4,0,,,0.14,0.04,0.48,0.26,0.11,,51.9,0,4.6,0,2.26,,,47,360,47,,0.9,300.0,1.9,140,n.i.,0.9,,
Farine à spätzli,,,12.9,67.6,1.5,347,0.2,0.1,0.5,,,1.4,0.0,5.7,0,,,0.12,0.04,0.51,0.38,0.08,,39.4,0,0,0,0.36,,,46,200,19,,1.5,1.6,2.2,140,n.i.,4.2,,
Farine claire (moyenne),,,12.0,69.7,1.3,345,0.3,0.2,0.7,,,0.3,0.0,3.3,0,,,0.2,0.03,0.35,0.45,0.14,,15.5,0,0,0,0.53,,,30,180,10,,1,2.0,1.3,110,2.6,0.8,,
"Farine de blé, complète, type 1700",,,13.5,61.0,2.0,338,0.3,0.2,1.5,,,1,0.0,11,0,,,0.47,0.17,0.64,1.2,0.46,,50,0,0,0,0.85,,,130,390,26,,3.4,17.0,5,350,5,2.4,,
"Farine de blé (farine bise), type 1100",,,13.5,64.6,1.7,339,0.3,0.2,0.9,,,0.6,0.0,5.7,0,,,0.41,0.07,1.42,0.56,0.11,,22,0,0,0,0.39,,,54,200,24,,1.9,2.6,2.2,210,6,1.4,,
"Farine de blé (farine blanche), type 550",,,12.0,69.5,1.3,344,0.3,0.2,0.7,,,0.3,0.0,3.2,0,,,0.21,0.04,0.32,0.48,0.16,,16,0,0,0,0.54,,,34,180,11,,1.1,2.1,1.5,120,2.3,0.9,,
"Farine de blé (farine fleur), type 400",,,11.5,71.0,1.1,346,0.3,0.1,0.6,,,0.3,0.0,3.2,0,,,0.16,0.01,0.32,0.33,0.05,,10,0,0,0,0.54,,,14,170,5,,0.5,1.5,0.6,62,2.3,0.7,,
"Farine de blé (farine mi-blanche), type 720",,,13.0,66.2,1.5,340,0.2,0.2,0.7,,,0.5,0.0,5,0,,,0.26,0.06,0.89,0.63,0.28,,22,0,0,0,0.4,,,53,190,17,,1.7,2.7,2.4,180,6,1.1,,
"Farine d'épeautre bise, type 1100",,,14.3,65.0,2.2,348,0.3,0.5,1.2,,,1.4,0.1,5.7,n.i.,,,n.i.,n.i.,n.i.,n.i.,n.i.,,n.i.,n.i.,n.i.,n.i.,n.i.,,,64,210,28,,2.8,27.0,2.4,240,9.3,n.i.,,
"Farine d'épeautre blanche, type 550",,,13.3,68.2,1.6,348,0.3,0.2,0.6,,,0.9,0.0,4,0,,,0.24,0.03,0.53,0.35,0.08,,43.4,0,0,0,0.47,,,34,150,21,,1.2,3.6,1.3,150,9.3,0,,
"Farine d'épeautre, complète, type 1900",,,15.0,58.0,2.5,345,0.4,0.5,1.2,,,1.3,0.0,15.3,n.i.,,,0.44,0.09,0.82,0.65,0.19,,67.4,0,0,0,0.63,,,130,390,31,,3.8,1.3,3.7,420,6.8,0,,
Farine de sarrasin,,,12.0,65.4,2.8,343,0.3,0.6,0.7,,,1.4,0.0,4.7,0,,,0.58,0.15,2.32,1.48,0.23,,57.5,0,0,0,0.08,,,190,410,15,,1.4,0.4,2.3,260,2.8,2.5,,
"Farine de seigle, complète, type 1800",,,10.8,56.6,1.5,321,0.2,0.2,0.8,,,1.2,0.0,19,0,,,0.37,0.12,1.9,1.1,0.35,,70,0,0,0,0.88,,,82,390,26,,3.6,2.0,3.2,340,3.2,4.5,,
"Farine de seigle, type 1050",,,9.0,67.8,1.2,340,0.2,0.1,0.5,,,6.2,0.0,11,0,,,0.25,0.1,1.15,0.57,0.2,,37,0,0,0,0.6,,,50,300,28,,2.1,1.0,2.1,200,2,2.9,,
"Farine de seigle, type 815",,,6.9,71.0,1.0,334,0.1,0.1,0.5,,,6.5,0.0,6.5,0,,,0.18,0.09,0.6,0.6,0.11,,15,0,0,0,0.34,,,26,170,22,,1.5,1.0,2.1,130,2,2.1,,
"Farine de soja, dégraissée",,,51.5,7.5,1.2,296,0.2,0.2,0.7,,,7.4,0.1,24.5,0,,,0.69,0.25,2.6,1.98,0.57,,303,0,0,0,0.04,,,300,2400,240,,2.5,20.0,9.2,670,1.7,0.8,,
"Farine de soja, entière",,,40.8,17.3,22.4,470,2.7,3.8,12.4,,,6.1,0.0,18,0,,,0.38,0.26,1.9,1.79,0.4,,245,0,0,0,2.39,,,250,1870,180,,4.1,1.0,8.4,670,7,0.5,,
Farine (moyenne),,,12.0,68.8,1.4,344,0.3,0.2,0.7,,,0.6,0.0,4.2,0,,,0.23,0.04,0.47,0.5,0.15,,19.1,0,0,0,0.53,,,38,190,12,,1.2,2.7,1.5,130,2.9,1,,
Fécule de maïs,,,0.3,88.0,0.0,354,0,0,0,,,0,0.0,0.6,0,,,0,0,0,0,0,,1,0,0,0,0,,,2,5,1,,0.6,6.0,0.5,22,n.i.,2.5,,
Fécule de pommes de terre,,,0.6,83.1,0.1,336,0,0,0.1,,,0,0.0,0.1,0,,,0.01,0.01,0.14,0.01,0.01,,0,0,0,0,0,,,6,15,35,,0.2,8.0,1.8,7,n.i.,1,,
"Fenouil, à la vapeur (sans adjonction de sel)",,,1.0,2.5,0.4,22,0.1,0.1,0.2,,,2.1,0.0,2.4,0,,,0.02,0.1,0.16,0.13,0.03,,11.8,0,2.5,0,0.14,,,9.9,270,35,,0.2,19.0,0.2,27,0,0.5,,
"Fenouil, cru",,,1.0,2.6,0.4,23,0.1,0.1,0.2,,,2.2,0.1,2.6,0,,,0.02,0.11,0.2,0.15,0.04,,19.6,0,3.3,0,0.14,,,11,320,37,,0.2,22.0,0.2,28,0,0.5,,
Feta (lait de brebis et chèvre),,,14.8,0.7,24.3,281,16.8,4.9,0.8,,,0,2.3,0,65,,,0.02,0.54,0.18,0.14,0.01,,18.9,0.41,0,0.1,0.4,,,12,66,220,,1.2,910.0,0.1,190,n.i.,80,,
