name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
"Riz complet, cuit à l'eau salée (sel non iodé)",,,2.7,25.7,1.0,126,0.2,0.3,0.3,,,0.2,1.5,1.8,0,,,0.07,0.01,1.22,0.29,0.02,,12.7,0,0,0,0.08,,,45,66,8.6,,0.6,610.0,0.4,59,n.i.,1.1,,
"Riz complet, sec",,,7.4,71.4,2.8,350,0.6,0.9,1,,,0.6,0.0,5,0,,,0.35,0.05,4.3,1.02,0.12,,48,0,0,0,0.2,,,120,220,11,,1.6,4.1,1.1,160,n.i.,2.2,,
"Riz parboiled, cuit à l'eau salée (sel non iodé)",,,2.4,26.7,0.3,120,0.1,0.1,0.1,,,0.1,1.4,0.4,0,,,0.05,0.01,1.28,0.2,0.02,,3.1,0,0,0,0.02,,,11,29,24,,0.6,540.0,0.1,56,n.i.,1,,
"Riz parboiled, sec",,,7.5,78.6,1.0,356,0.2,0.3,0.3,,,0.4,0.0,1.3,0,,,0.28,0.04,5.02,0.79,0.12,,13,0,0,0,0.05,,,32,160,58,,1.7,0.9,0.4,170,n.i.,2.2,,
"Riz soufflé, croustillant",,,6.3,86.0,1.5,385,0.5,0.2,0.2,,,6.6,1.2,1.3,0,,,0.03,0.03,4.32,0.49,0.06,,13.1,0,0,0,0.17,,,33,180,7.6,,1,460.0,0.7,170,2.6,0,,
Rollmops ,,,13.7,3.0,13.8,191,2.5,8,1.9,,,1.9,3.0,0,60,,,0.03,0.17,2.5,0.1,0,,1.8,6.6,0,12.4,1.6,,,6.4,44,30,,0.6,1180.0,0.9,52,46,32,,
"Romarin, cru",,,0.8,7.7,2.5,62,0.5,0.1,1.4,,,7.6,0.0,2.9,0,,,0.09,0.12,0.17,0,0.05,,0,0,16.5,0,0.86,,,36,160,210,,0.5,8.0,4.8,12,n.i.,1,,
Roquefort,,,19.2,0.0,33.9,382,24.9,5.9,0.8,,,0,3.2,0,75,,,0.04,0.85,0.73,0.68,0.08,,29.1,0.58,0,0.6,0.12,,,32,120,660,,1.8,1290.0,0.1,390,7,51,,
"Roquette, crue",,,3.6,0.1,0.4,22,0.1,0,0.3,,,0,0.1,1.7,0,,,0.1,0.14,0.5,0.29,0.13,,92.5,0,55.5,0,0.43,,,28,350,190,,0.4,29.0,1.4,44,2,5,,
"Rösti (produit tout prêt, à rôtir)",,,1.9,14.9,4.1,108,0.3,3.1,0.5,,,0.7,0.9,2,0,,,0.07,0.05,1.05,0.31,0.12,,12.4,0,15,0,1.16,,,21,330,4.9,,0.2,360.0,0.2,47,0.2,3.9,,
"Rôti de viande hachée, fait maison, cuit au four",,,15.0,8.1,9.0,175,2.6,4.8,0.9,,,0.7,2.2,0.6,69,,,0.13,0.11,2.61,0.47,0.12,,9.5,1,1.4,0.3,0.69,,,16,170,12,,2.6,890.0,1.2,130,n.i.,4.9,,
"Rouleau de printemps, frit",,,6.5,23.1,11.2,224,2.9,5.1,2.7,,,3,1.5,2.5,28,,,0.11,0.06,1.4,0.25,0.12,,23.1,0.22,0.5,0.5,0.82,,,16,160,25,,0.6,610.0,0.9,67,4.4,1,,
"Sablé, au beurre",,,5.9,53.1,26.2,474,15.5,6.1,1.5,,,17.8,0.1,1.6,69,,,0.06,0.01,0.15,0.12,0.02,,2.5,0,0,0.4,0.68,,,7.5,90,7.9,,0.3,44.0,0.3,37,1.3,0.4,,
Saindoux,,,0.0,0.0,100.0,900,38.4,43.8,12.1,,,0,0.0,0,85,,,0,0,0,0,0,,0,0,0,2.5,1.6,,,0,1,0,,0.1,1.0,0,0,0,9.7,,
"Salade Coleslaw, préparée",,,1.6,4.7,9.8,119,1.4,4.2,3.8,,,4.1,0.2,2.4,10,,,0.04,0.06,0.19,0.24,0.12,,36.7,0.09,34.7,0.1,5.8,,,9.3,190,57,,0.2,90.0,0.2,39,n.i.,8,,
"Salade de boeuf bouilli, préparée",,,15.0,1.5,14.9,201,3.5,7.9,2.8,,,1.2,0.8,0.5,45,,,0.03,0.09,2.58,0.35,0.21,,11.5,0.67,7.3,0.3,2.76,,,13,200,11,,3.3,310.0,1.4,100,n.i.,2.9,,
"Salade de cervelas et fromage, préparée",,,13.8,0.7,22.6,262,9.4,9,2.4,,,0.6,1.4,0.3,45,,,0.14,0.14,1.44,0.27,0.08,,7.7,0.7,18.7,0.4,1.47,,,18,130,290,,2,560.0,0.7,260,n.i.,6.2,,
"Salade de cervelas, préparée",,,7.1,1.3,21.1,224,5.4,12.5,1.6,,,1.1,1.6,0.4,26,,,0.17,0.07,1.63,0.21,0.06,,5,0.29,21.6,0.4,2.97,,,11,140,13,,0.9,650.0,0.8,110,n.i.,0.9,,
Salade de pâtes à la sauce française,,,5.6,12.6,5.6,126,0.7,2.6,1.8,,,1,0.8,1.3,40,,,0.11,0.06,1.03,0.35,0.09,,17.1,0.12,11.9,0.3,2.15,,,16,140,17,,0.6,300.0,0.5,84,n.i.,4.7,,
Salade de pâtes à la sauce italienne,,,5.5,12.6,6.0,130,0.9,4,0.6,,,1,0.7,1.3,38,,,0.1,0.06,1.02,0.35,0.1,,16.6,0.11,11.9,0.3,1.62,,,16,140,16,,0.6,280.0,0.5,82,12,3.7,,
"Salade de pommes de terre, sauce au vinaigre et huile",,,1.7,12.8,3.8,96,0.3,2.2,1.1,,,0.6,0.1,1.7,0,,,0.07,0.04,0.91,0.27,0.1,,10.8,0,13,0,1.15,,,19,290,4.5,,0.2,60.0,0.2,41,n.i.,3.8,,
Salade de pommes de terre (sauce mayonnaise et yogourt),,,1.8,12.4,2.0,78,0.3,0.9,0.8,,,0.8,0.2,1.6,2,,,0.07,0.05,0.88,0.28,0.1,,11.4,0.02,12.6,0,1.09,,,19,280,9.8,,0.2,72.0,0.2,44,n.i.,5,,
"Salade de thon au naturel, sauce au vinaigre et huile",,,8.8,6.8,4.8,108,0.7,3.1,0.6,,,3.1,0.7,1.1,14,,,0.02,0.06,3.68,0.23,0.14,,16.1,1.03,4.1,0.3,1.48,,,18,180,8.4,,0.5,290.0,0.8,81,n.i.,4.1,,
"Salade Iceberg, crue",,,0.8,2.1,0.2,15,0,0,0.1,,,2.1,0.0,1,0,,,0.04,0.03,0.14,0.09,0.04,,30.9,0,4,0,0.09,,,7.1,180,22,,0.2,6.4,0.3,22,0.2,0,,
"Salade russe, préparée",,,2.5,9.7,15.9,197,2.1,11.4,1.3,,,1.5,0.3,2.1,49,,,0.07,0.07,0.79,0.43,0.1,,22.2,0.13,12.1,0.2,4.51,,,17,240,21,,0.4,130.0,0.6,59,2.3,7.1,,
"Salade verte (moyenne), crue",,,1.3,1.6,0.3,17,0,0,0.1,,,1.5,0.0,1.3,0,,,0.05,0.07,0.31,0.18,0.06,,49.4,0,10.4,0,0.23,,,13,230,35,,0.2,15.0,0.5,27,0.2,2.9,,
Salametto,,,14.8,0.3,31.4,343,11.8,14.7,3.3,,,0.3,2.8,0,59,,,0.46,0.17,3.95,0.41,0.28,,2.1,1.9,0,0,0.52,,,16,250,3,,1.7,1120.0,0.9,130,n.i.,0.6,,
Salami,,,24.1,0.0,30.1,367,11.3,13.4,2.7,,,0,3.9,0,84,,,0.75,0.23,7.68,1,0.31,,3,1.04,18.6,1.7,0,,,18,390,0,,3,1560.0,1.3,200,13,0.9,,
Salami (ligne budget),,,22.0,0.0,37.1,422,13.6,15.7,3.1,,,0,3.8,0,76,,,0.47,0.15,5.9,0.9,0.24,,2.1,1.1,13.7,2.3,0,,,17,330,0,,2.7,1530.0,1.2,180,12,0.6,,
"Salsifis noir, à la vapeur (sans adjonction de sel)",,,1.5,2.2,0.3,56,0,0.1,0.2,,,2.2,0.0,19.3,0,,,0.12,0.04,0.27,0.21,0.09,,19.5,0,4.4,0,0.89,,,23,230,35,,0.4,2.7,1,86,0.2,0.2,,
"Salsifis noir, cru",,,1.4,2.1,0.3,54,0,0.1,0.2,,,2.1,0.0,18.5,0,,,0.14,0.04,0.3,0.22,0.1,,29.2,0,4.9,0,0.8,,,24,240,33,,0.4,3.0,1.1,82,0.2,0.2,,
Salsiz,,,25.2,0.0,34.9,415,13.6,15.7,3,,,0,3.9,0,80,,,0.42,0.15,6.9,0.9,0.34,,2.1,1.7,7,1.1,0,,,15,400,16,,4,1540.0,2.2,150,12,0.6,,
"Saltimbocca, grillé à l'huile de colza HOLL",,,28.8,0.1,11.2,216,1.8,7.2,1.2,,,0.1,1.7,0,85,,,0.21,0.3,8.2,1.19,0.3,,12.4,0.85,1,0.1,0.61,,,30,340,9.1,,3.1,670.0,3,250,11,0.2,,
"Samosa, cuit au four",,,6.8,32.5,21.0,353,8,9.3,2.8,,,1.4,0.9,3.3,0,,,0.14,0.06,0.93,0.44,0.12,,21.4,0,12.7,0,2.11,,,26,210,21,,0.7,350.0,0.9,76,1.4,2.2,,
"Samosa, frit",,,6.4,30.6,25.3,382,7.9,12.9,3.3,,,1.3,0.8,3.1,0,,,0.13,0.06,0.88,0.41,0.12,,20.1,0,11.9,0,2.29,,,25,200,20,,0.6,330.0,0.9,72,1.3,2,,
Sandwich à l'escalope avec sauce cocktail,,,14.5,25.1,11.2,262,1.1,6.7,2.7,,,0.5,1.3,1.3,47,,,0.08,0.14,3.07,0.6,0.14,,16.8,0.41,0.5,0.1,2.63,,,19,190,9.2,,1.4,520.0,1.5,130,n.i.,2.1,,
Sandwich à l'escalope avec sauce tartare,,,13.9,23.2,10.1,242,1,6,2.4,,,0.4,1.2,1.3,53,,,0.07,0.14,2.86,0.61,0.13,,18.6,0.41,1.8,0.1,2.33,,,18,180,11,,1.4,480.0,1.4,130,n.i.,2.6,,
Sandwich (baguette) à la charcuterie,,,5.3,17.3,6.8,154,1.7,2.9,1.6,,,1.8,0.8,1.5,11,,,0.1,0.04,0.77,0.21,0.09,,14.9,0.15,11.2,0.1,1.81,,,13,160,14,,0.5,340.0,0.5,61,0.9,2.2,,
Sandwich (baguette) à la mozzarella,,,5.9,20.2,5.9,161,1.7,2.2,1.7,,,1.5,1.0,1.6,8,,,0.07,0.06,0.42,0.15,0.07,,14.6,0.17,7.3,0.1,2.21,,,14,140,49,,0.7,410.0,0.6,80,n.i.,2.5,,
Sandwich (baguette) à la viande séchée,,,7.2,18.4,3.7,139,0.5,1.5,1.4,,,1.9,1.3,1.7,11,,,0.07,0.05,1.36,0.25,0.11,,15,0.17,7.1,0,1.9,,,16,200,13,,1,500.0,0.9,72,n.i.,2,,
Sandwich (baguette) au fromage à pâte mi-dure,,,6.7,20.2,7.3,176,2.6,2.4,1.8,,,1.4,1.1,1.6,13,,,0.06,0.06,0.4,0.17,0.08,,14.3,0.19,7.3,0.1,2.22,,,17,150,110,,0.8,450.0,0.6,110,n.i.,3.7,,
Sandwich (baguette) au fromage à pâte molle,,,6.3,21.5,7.3,181,2.5,2.4,1.8,,,1.2,1.3,1.7,13,,,0.07,0.08,0.44,0.21,0.08,,18.6,0.19,5.9,0.1,2.37,,,16,140,65,,0.6,530.0,0.7,79,n.i.,5,,
Sandwich (baguette) au fromage d'Italie,,,8.0,25.3,9.0,217,2,3.8,2.5,,,1.1,1.2,1.6,65,,,0.11,0.07,0.76,0.5,0.09,,17.7,0.23,9.9,0.6,2.91,,,15,150,17,,0.7,470.0,0.8,93,5.7,6.2,,
Sandwich (baguette) au jambon,,,6.3,17.4,3.5,129,0.5,1.4,1.3,,,1.8,1.2,1.6,9,,,0.18,0.05,1.29,0.23,0.12,,14.4,0.03,15.8,0,1.81,,,15,200,14,,0.6,470.0,0.6,87,n.i.,2.4,,
Sandwich (baguette) au jambon cru,,,8.8,18.8,5.4,162,1.1,2.3,1.6,,,1.3,1.4,1.5,16,,,0.22,0.07,2.19,0.41,0.15,,12.9,0.08,8.3,0.1,2.04,,,17,230,13,,0.8,550.0,0.9,89,3.4,2.2,,
Sandwich (baguette) au salami,,,5.8,18.4,6.2,156,1.5,2.6,1.6,,,1.8,1.2,1.7,11,,,0.13,0.05,1.1,0.23,0.1,,15.3,0.12,8.8,0.2,1.9,,,14,180,13,,0.6,500.0,0.7,59,n.i.,2.1,,
Sandwich (pain bis) à la charcuterie,,,5.5,15.3,6.8,148,1.7,3,1.7,,,1.8,0.8,1.9,11,,,0.13,0.05,0.97,0.24,0.08,,18.4,0.15,11.2,0.1,1.78,,,18,160,17,,0.7,330.0,0.7,83,n.i.,2.4,,
Sandwich (pain bis) à la mozzarella,,,6.1,17.7,6.0,153,1.7,2.2,1.7,,,1.5,1.0,2.1,8,,,0.11,0.07,0.66,0.17,0.07,,18.9,0.17,7.3,0.1,2.18,,,20,150,52,,0.9,400.0,0.8,110,n.i.,2.7,,
Sandwich (pain bis) à la viande séchée,,,7.4,16.2,3.8,132,0.5,1.5,1.5,,,1.9,1.2,2,11,,,0.11,0.06,1.57,0.27,0.11,,18.8,0.17,7.1,0,1.87,,,21,210,16,,1.2,490.0,1.1,94,n.i.,2.1,,
Sandwich (pain bis) au fromage à pâte mi-dure,,,6.9,17.6,7.4,169,2.6,2.4,1.8,,,1.4,1.1,2.1,13,,,0.11,0.08,0.64,0.2,0.07,,18.6,0.18,7.3,0.1,2.19,,,23,150,120,,1.1,440.0,0.9,130,n.i.,3.9,,
Sandwich (pain bis) au fromage à pâte molle,,,6.5,18.8,7.4,172,2.5,2.4,1.9,,,1.2,1.3,2.1,13,,,0.11,0.1,0.7,0.24,0.07,,23.2,0.19,5.9,0.1,2.34,,,22,150,69,,0.9,520.0,0.9,110,n.i.,5.2,,
Sandwich (pain bis) au fromage d'Italie,,,8.2,22.0,9.1,207,2,3.8,2.6,,,1.1,1.2,2.2,65,,,0.17,0.09,1.07,0.54,0.08,,23.3,0.23,9.9,0.6,2.86,,,23,160,21,,1,460.0,1.1,130,6,6.4,,
Sandwich (pain bis) au jambon,,,6.4,15.3,3.6,123,0.5,1.4,1.4,,,1.8,1.1,1.9,9,,,0.21,0.07,1.49,0.25,0.12,,17.9,0.03,15.8,0,1.78,,,20,200,17,,0.8,460.0,0.8,110,n.i.,2.5,,
Sandwich (pain bis) au jambon cru,,,9.0,16.4,5.5,155,1.1,2.3,1.6,,,1.3,1.4,1.9,16,,,0.26,0.08,2.41,0.43,0.14,,16.9,0.08,8.3,0.1,2.01,,,23,240,16,,1,540.0,1.1,110,3.7,2.3,,
Sandwich (pain bis) au salami,,,5.9,16.2,6.3,149,1.5,2.6,1.7,,,1.8,1.2,2,11,,,0.17,0.06,1.3,0.25,0.09,,19.1,0.11,8.8,0.2,1.87,,,19,180,16,,0.8,490.0,0.9,82,n.i.,2.2,,
"Sanglier (moyenne), cru",,,19.5,0.0,3.3,108,1,1.3,0.5,,,0,0.2,0,65,,,0.1,0.2,5.1,0.7,0.4,,5,5,0,0,0.21,,,22,360,10,,2.3,94.0,1.8,170,9.8,6,,
"Sardine à la sauce tomate, en conserve",,,18.5,0.9,10.8,177,2.9,2.7,3.5,,,0.9,0.8,1.1,71,,,0.03,0.22,5.5,0.63,0.25,,4,8.9,0,3.3,2.3,,,38,370,460,,2,320.0,2.7,420,39,26,,
"Sardine à l'huile, égouttée",,,24.4,0.5,11.6,204,2.8,4.1,3.5,,,0,0.8,0,59,,,0.04,0.16,7.1,0.68,0.28,,16,13.6,0,7.6,1.7,,,39,370,570,,1.9,300.0,2,310,35,80,,
"Sardine, crue",,,19.8,0.0,6.1,134,1.8,1.8,1.6,,,0,0.3,0,51,,,0,0.34,10.1,0.69,0.31,,7,8.3,0,4,0.31,,,32,390,50,,0.7,140.0,1.6,260,51,79,,
"Sarrasin, grains décortiqués",,,13.1,62.4,3.1,341,0.3,0.7,0.8,,,0.9,0.0,5.8,0,,,0.43,0.14,2.92,1.24,0.26,,59.8,0,0,0,0.13,,,200,420,15,,1.6,0.3,2.1,370,3.2,3.7,,
"Sauce à salade au yogourt, faite maison",,,2.2,8.0,26.5,279,3.4,11.2,10.5,,,8,0.7,0,6,,,0.01,0.1,0.07,0.2,0.05,,5.8,0.17,6.5,0.1,10.73,,,7.6,110,76,,0.3,300.0,0.1,63,n.i.,9.2,,
Sauce à salade au yogourt (sans huile),,,3.2,4.5,3.0,58,1.8,0.7,0.1,,,4.5,0.5,0.1,9,,,0.02,0.15,0.09,0.29,0.04,,7.7,0.25,8.6,0.1,0.1,,,11,160,110,,0.4,200.0,0,92,n.i.,14,,
"Sauce à salade, française",,,1.4,4.5,37.4,360,4.2,12.2,18.8,,,4.3,2.0,0.3,75,,,0.02,0.03,0.06,0.23,0.02,,7.2,0.16,0.1,0.3,19,,,7.4,27,18,,0.3,810.0,0.5,46,n.i.,8.8,,
"Sauce à salade française, faite maison (avec huile de colza)",,,0.9,1.3,40.8,377,3.4,21,14.5,,,0.6,1.3,0.4,20,,,0.03,0.01,0.11,0.08,0.01,,5.8,0.11,0.2,0.2,18.24,,,11,37,15,,0.2,510.0,0.3,25,n.i.,12,,
"Sauce à salade ""huile-vinaigre"", faite maison (avec huile de colza)",,,0.7,2.5,30.2,287,2.1,18,8.5,,,1.8,0.6,0.9,0,,,0.02,0.01,0.12,0.06,0.03,,10.8,0,1.7,0,9,,,9.4,68,14,,0.2,240.0,0.2,23,n.i.,3.1,,
"Sauce à salade, italienne",,,0.1,4.9,32.1,309,3.2,15.4,11.8,,,4.1,2.0,0.1,0,,,0,0,0.01,0.01,0.17,,1,0,0.1,0,13.57,,,3.3,26,6.3,,0.1,800.0,0.2,5.8,2,3.4,,
"Sauce à salade italienne, faite maison (avec huile d'olive)",,,0.3,1.0,46.1,421,5.5,34.6,3.4,,,0.2,0.7,0.2,0,,,0.01,0,0.03,0.01,0.05,,1,0,0.7,0,13.26,,,5,39,4,,0.1,270.0,0.2,12,0.1,2.7,,
"Sauce aux champignons, liée",,,3.9,8.5,8.9,132,5.4,2.1,0.5,,,4,0.6,0.7,28,,,0.05,0.26,1.21,0.48,0.03,,4.3,0.13,0.8,0.4,0.25,,,11,170,110,,0.5,250.0,0.1,90,n.i.,8.7,,
Sauce barbecue,,,0.6,30.3,0.6,131,0.1,0.2,0.2,,,27.5,1.8,1.2,0,,,0.02,0.01,0.53,0.1,0.04,,9.3,0,0.5,0.3,1.17,,,12,220,46,,0.1,710.0,0.9,15,n.i.,2.1,,
"Sauce Béchamel, faite maison",,,4.2,10.1,9.9,147,6,2.3,0.5,,,4.8,0.7,0.2,31,,,0.03,0.22,0.13,0.33,0.03,,2.7,0.15,0.7,0.2,0.27,,,12,170,120,,0.4,300.0,0.1,99,1.3,9.9,,
Sauce bolognaise,,,6.3,8.3,4.0,96,1.4,2.1,0.4,,,2.6,0.6,0.6,9,,,0.06,0.08,1.29,0.24,0.1,,6,0.3,3.9,0.1,0.44,,,14,240,14,,0.6,220.0,0.5,47,n.i.,1.5,,
Sauce chasseur,,,2.2,8.0,1.8,58,0.5,0.7,0.2,,,2.5,1.5,0.5,0,,,0.01,0.06,0.5,0.16,0.01,,4,0,1.4,0.4,0.08,,,8,120,17,,0.7,620.0,0.7,47,n.i.,4,,
"Sauce cocktail, avec mayonnaise à l'huile de colza, faite maison",,,2.4,3.8,74.5,696,6,43.9,20.6,,,3.7,0.7,0.2,157,,,0.04,0.09,0.19,0.6,0.07,,17.2,0.43,3,0.7,22.07,,,4.8,91,21,,0.5,290.0,0.9,77,n.i.,14,,
"Sauce de rôti, claire",,,1.5,3.5,2.5,44,0.5,1.3,0.3,,,1.5,2.3,0.5,0,,,0.02,0.04,0.58,0.08,0.03,,3,0,1.7,0,0.14,,,8,95,18,,0.8,900.0,0.6,40,n.i.,3,,
"Sauce de rôti, liée",,,1.6,4.6,3.0,53,0.7,1.3,0.3,,,0.8,1.4,0.5,0,,,0.02,0.04,0.58,0.08,0.03,,3,0,1.7,0,0.1,,,8,95,18,,0.8,580.0,0.6,40,n.i.,3,,
Sauce hollandaise,,,3.0,9.3,18.0,212,9,5.3,0.7,,,6.2,1.0,0.1,60,,,0.03,0.06,0,0.5,0,,18,0.3,6,0.5,8.08,,,6,45,41,,0.7,400.0,0.7,30,n.i.,4.5,,
Sauce pesto rouge,,,6.2,13.1,36.2,410,5,15.2,13.8,,,11.2,2.1,3.5,5,,,0.13,0.16,2.93,0.62,0.26,,34.8,0.08,21.4,0,17.66,,,61,1050,93,,1,830.0,2.5,150,n.i.,n.i.,,
Sauce soja,,,8.1,4.1,0.6,56,0.1,0.1,0.3,,,0.4,14.0,0.8,0,,,0.03,0.17,2.2,0.3,0.15,,14,0,0,0,0,,,74,440,33,,0.9,5490.0,1.5,170,0.5,1,,
"Sauce tartare, avec mayonnaise à l'huile de colza, faite maison",,,3.7,1.8,40.1,384,3.6,23.2,10.9,,,1.5,0.4,0.6,143,,,0.05,0.09,0.2,0.67,0.07,,27.4,0.4,9.3,0.8,11.58,,,6.8,120,25,,0.5,140.0,0.8,77,n.i.,12,,
Sauce tomate,,,1.8,9.7,2.1,69,0.5,0.9,0.6,,,4.1,1.4,1.9,0,,,0.06,0.05,1,0.3,0,,12,0,11,0.1,0.5,,,17,360,23,,0.4,540.0,1.4,33,n.i.,1.6,,
Sauce Worcester,,,1.4,29.4,0.1,124,0,0,0,,,20.5,3.8,0,0,,,0,0.01,0.4,0.28,0.13,,1,0,0,0,1.13,,,73,600,190,,0.4,1500.0,10,31,1,1,,
Saucisse à rôtir de porc,,,16.2,0.5,18.8,236,7.4,8.8,1.8,,,0.5,1.9,0,67,,,0.48,0.12,4.7,0.7,0.21,,2.5,0.4,2.2,0,0,,,18,260,10,,2.1,760.0,1,160,8.3,n.i.,,
"Saucisse à rôtir de porc, grillée (sans adjonction de sel ni de graisse)",,,19.8,0.6,22.3,283,8.7,10.4,2.1,,,0.6,2.1,0,83,,,0.45,0.14,4.99,0.74,0.2,,2.7,0.45,2.2,0,0,,,22,280,13,,2.6,860.0,1.3,190,10,n.i.,,
Saucisse aux choux,,,15.9,1.6,32.4,363,11.8,15.1,3.6,,,1.5,2.5,0.8,46,,,0.44,0.13,2.69,0.38,0.27,,12.1,1.05,72.9,0,0.68,,,17,160,15,,1.1,990.0,0.7,72,n.i.,1.4,,
Saucisse bernoise (à la langue),,,17.3,0.0,29.4,333,10.8,13.7,3,,,0,1.5,0,63,,,0.53,0.2,4.95,0.54,0.31,,2.3,2.61,0,0,0.52,,,20,220,3.4,,2.4,610.0,1.3,100,n.i.,0.7,,
Saucisse blanche,,,11.8,0.6,18.9,220,7.3,8.7,1.9,,,0.6,2.0,0,50,,,0.2,0.17,1.83,0.33,0.15,,2.5,0.43,1,0.1,0.28,,,10,140,21,,1.3,810.0,0.7,160,n.i.,2.3,,
Saucisse de Lyon,,,11.5,0.5,21.8,244,8.2,10.2,1.6,,,0.5,2.1,0,46,,,0.24,0.12,2.6,0.5,0.16,,n.i.,0.7,39.7,1,0,,,11,170,6.5,,1.3,850.0,0.5,180,6.1,n.i.,,
Saucisse de porc,,,16.2,0.5,22.4,268,9,10.4,1.9,,,0.5,2.3,0,61,,,0.29,0.13,4,0.6,0.16,,n.i.,0.8,34.6,0,0,,,17,260,10,,2.3,930.0,1,190,8.4,n.i.,,
Saucisse de veau,,,12.5,1.2,19.2,228,7.9,8.7,1.9,,,1.2,1.9,0,53,,,0.16,0.11,2.54,0.3,0.13,,n.i.,0.65,5.7,0.8,0,,,12,150,20,,1.5,760.0,0.5,180,5.1,n.i.,,
"Saucisse de veau, grillée (sans adjonction de graisse ni de sel)",,,13.0,1.3,19.4,232,8,8.7,2,,,1.3,1.8,0,56,,,0.12,0.11,2.3,0.27,0.1,,n.i.,0.62,4.9,0.8,0,,,12,140,21,,1.6,730.0,0.5,180,5.4,n.i.,,
Saucisse de Vienne,,,13.9,0.6,20.4,242,7.8,9.4,1.6,,,0.6,2.2,0,51,,,0.23,0.11,3.47,0.5,0.11,,1,0.64,17.5,1,0,,,13,190,7.9,,1.8,870.0,0.8,190,7.3,0.4,,
"Saucisse de Vienne, cuite",,,13.0,0.6,18.4,220,7,8.5,1.4,,,0.6,1.8,0,50,,,0.17,0.1,2.53,0.36,0.08,,0.6,0.44,11.9,0.9,0,,,13,160,6.5,,1.7,720.0,0.7,180,7.1,0.4,,
Saucisse du brasseur,,,15.6,0.0,25.4,291,9.4,11.8,2.6,,,0,1.4,0,63,,,0.23,0.16,2.65,0.29,0.13,,1.6,1.52,0,0,0.43,,,13,120,2.9,,2.1,570.0,1.2,79,n.i.,0.7,,
Saucisses crues avec maturation interrompue (moyenne),,,17.6,0.7,26.5,312,9.9,12.3,2.6,,,0.7,2.2,0.2,63,,,0.52,0.15,4.31,0.65,0.28,,5.8,1.16,38.2,0,0.29,,,19,250,11,,1.8,890.0,0.9,140,n.i.,1.3,,
Saucisses crues (moyenne),,,22.2,0.2,39.2,443,15.1,17.9,3.5,,,0.2,3.7,0,79,,,0.47,0.19,6.01,0.71,0.28,,2.4,2.09,25.9,1,0.27,,,19,340,7.1,,3,1480.0,1.5,180,n.i.,0.8,,
Saucisse type Minipic,,,26.1,0.8,39.1,460,15.4,18.7,3.8,,,0.8,4.5,0,97,,,0.28,0.16,7.2,0.9,0.22,,2.5,1.8,3.9,1.6,0,,,28,390,0,,3.9,1780.0,3,330,13,0.8,,
"Saucisse, végétalienne, à base de seitan ou de protéines de blé",,,29.1,7.5,10.5,250,2.8,6.5,0.8,,,1.7,1.8,4.6,0,,,0.11,0.16,0.49,0.46,0.08,,40.6,0,0.5,0.3,n.i.,,,32,200,37,,1.8,730.0,1.7,110,20,n.i.,,
"Saucisse, végétalienne, à base de tofu ou de protéines de soja",,,13.4,5.7,16.3,229,2,5,8.6,,,0.5,1.7,3,0,,,0.04,0.03,0.18,0.19,0.03,,17.3,0,0.5,0.3,2.3,,,58,120,140,,1.4,670.0,2,210,9.8,n.i.,,
Saucisson,,,18.2,0.5,36.4,403,13.2,17.2,4.1,,,0.5,2.5,0,73,,,0.72,0.2,4.36,0.52,0.42,,2.5,1.61,59.2,0,0.64,,,21,330,3.8,,1.7,1000.0,0.9,160,n.i.,1.2,,
Saucisson vaudois,,,16.5,0.2,32.3,358,12,14.8,2.9,,,0.2,2.1,0,71,,,0.45,0.12,4.7,0.9,0.21,,n.i.,0.7,19.5,0,0,,,17,260,14,,1.8,830.0,0.7,170,9.4,n.i.,,
"Saucisson vaudois, cuit (sans adjonction de graisse ni de sel)",,,21.1,0.6,39.4,442,14.3,18.6,4.5,,,0.6,2.6,0,88,,,0.65,0.23,3.94,0.47,0.38,,2,1.36,50,0,0.7,,,26,330,3.9,,2,1020.0,1.1,190,n.i.,1.4,,
"Sauge, crue",,,1.7,6.9,2.1,59,1.1,0.3,0.3,,,6.8,0.0,2.9,0,,,0.12,0.06,0.92,0,0.54,,0,0,0,0,0.75,,,69,170,270,,0.8,2.0,4.5,15,n.i.,1,,
"Saumon d'élevage, cru",,,19.9,0.0,15.9,223,2.3,7.8,5.2,,,0,0.1,0,66,,,0.21,0.14,8.2,0.81,0.5,,13,6.9,1,8.3,2.5,,,28,440,12,,0.4,57.0,0.4,250,19,44,,
"Saumon, élevage, filet, à la vapeur (sans adjonction de graisse ni de sel)",,,18.7,0.0,13.9,200,2,6.8,4.6,,,0,0.2,0,83,,,0.2,0.12,7.18,0.71,0.44,,11.4,6.9,1,7.3,2.19,,,30,410,15,,0.5,61.0,0.4,260,21,49,,
